Phrase,Sujet,Verbe,Objet,Dep_sujet,Dep_verbe,Dep_objet,ID_sujet,ID_verbe,ID_objet,Lemme_verbe,Head_verbe,Annotation_verbe_col8,Annotation_verbe_col9,Num_phrase,Num_paragr,Sentence_index
"Ce jour -là même, 2 octobre, Phileas Fogg avait donné son congé à James Forster- ce garçon s' étant rendu coupable de lui avoir apporté pour sa barbe de l' eau à quatre-vingt-quatre degrés Fahrenheit au lieu de quatre-vingt-six -, et il attendait son successeur, qui devait se présenter entre onze heures et onze heures et demie.",il,attendait,son successeur,nsubj,conj,obj,46,47,49,attendre,12,_,_,44,12,45
"Ce jour -là même, 2 octobre, Phileas Fogg avait donné son congé à James Forster- ce garçon s' étant rendu coupable de lui avoir apporté pour sa barbe de l' eau à quatre-vingt-quatre degrés Fahrenheit au lieu de quatre-vingt-six -, et il attendait son successeur, qui devait se présenter entre onze heures et onze heures et demie.",qui,devait,NaN,nsubj,acl:relcl,NaN,51,52,,devoir,49,_,_,44,12,45
"Ce jour -là même, 2 octobre, Phileas Fogg avait donné son congé à James Forster- ce garçon s' étant rendu coupable de lui avoir apporté pour sa barbe de l' eau à quatre-vingt-quatre degrés Fahrenheit au lieu de quatre-vingt-six -, et il attendait son successeur, qui devait se présenter entre onze heures et onze heures et demie.",qui,présenter,se,nsubj,xcomp,expl:comp,51,54,53,présenter,52,_,_,44,12,45
"Ce jour -là même, 2 octobre, Phileas Fogg avait donné son congé à James Forster- ce garçon s' étant rendu coupable de lui avoir apporté pour sa barbe de l' eau à quatre-vingt-quatre degrés Fahrenheit au lieu de quatre-vingt-six -, et il attendait son successeur, qui devait se présenter entre onze heures et onze heures et demie.",qui,présenter,entre onze heures et onze heures et demie,nsubj,xcomp,obl:mod,51,54,57,présenter,52,_,_,44,12,45
"Phileas Fogg, carrément assis dans son fauteuil, les deux pieds rapprochés comme ceux d' un soldat à la parade, les mains appuyées sur les genoux, le corps droit, la tête haute, regardait marcher l' aiguille de la pendule,- appareil compliqué qui indiquait les heures, les minutes, les secondes, les jours, les quantièmes et l' année.",NaN,assis,dans son fauteuil,NaN,acl,obl:arg,,5,8,asseoir,1,52,PER,45,13,46
"Phileas Fogg, carrément assis dans son fauteuil, les deux pieds rapprochés comme ceux d' un soldat à la parade, les mains appuyées sur les genoux, le corps droit, la tête haute, regardait marcher l' aiguille de la pendule,- appareil compliqué qui indiquait les heures, les minutes, les secondes, les jours, les quantièmes et l' année.",NaN,assis,les deux pieds comme ceux d' un soldat à la parade les mains le corps droit la tête haute,NaN,acl,obl:mod,,5,12,asseoir,1,52,PER,45,13,46
"Phileas Fogg, carrément assis dans son fauteuil, les deux pieds rapprochés comme ceux d' un soldat à la parade, les mains appuyées sur les genoux, le corps droit, la tête haute, regardait marcher l' aiguille de la pendule,- appareil compliqué qui indiquait les heures, les minutes, les secondes, les jours, les quantièmes et l' année.",NaN,rapprochés,NaN,NaN,acl,NaN,,13,,rapprocher,12,_,_,45,13,46
"Phileas Fogg, carrément assis dans son fauteuil, les deux pieds rapprochés comme ceux d' un soldat à la parade, les mains appuyées sur les genoux, le corps droit, la tête haute, regardait marcher l' aiguille de la pendule,- appareil compliqué qui indiquait les heures, les minutes, les secondes, les jours, les quantièmes et l' année.",NaN,appuyées,sur les genoux,NaN,acl,obl:arg,,25,28,appuyer,24,_,_,45,13,46
"Phileas Fogg, carrément assis dans son fauteuil, les deux pieds rapprochés comme ceux d' un soldat à la parade, les mains appuyées sur les genoux, le corps droit, la tête haute, regardait marcher l' aiguille de la pendule,- appareil compliqué qui indiquait les heures, les minutes, les secondes, les jours, les quantièmes et l' année.",Phileas Fogg,regardait,NaN,nsubj,root,NaN,1,38,,regarder,0,_,_,45,13,46
"Phileas Fogg, carrément assis dans son fauteuil, les deux pieds rapprochés comme ceux d' un soldat à la parade, les mains appuyées sur les genoux, le corps droit, la tête haute, regardait marcher l' aiguille de la pendule,- appareil compliqué qui indiquait les heures, les minutes, les secondes, les jours, les quantièmes et l' année.",Phileas Fogg,marcher,l' aiguille de la pendule appareil compliqué,nsubj,xcomp,obj,1,39,41,marcher,38,Dpt au sens large,VERB,45,13,46
"Phileas Fogg, carrément assis dans son fauteuil, les deux pieds rapprochés comme ceux d' un soldat à la parade, les mains appuyées sur les genoux, le corps droit, la tête haute, regardait marcher l' aiguille de la pendule,- appareil compliqué qui indiquait les heures, les minutes, les secondes, les jours, les quantièmes et l' année.",qui,indiquait,les heures les minutes les secondes les jours les quantièmes et l' année,nsubj,acl:relcl,obj,49,50,52,indiquer,47,_,_,45,13,46
"À onze heures et demie sonnant, Mr. Fogg devait, suivant sa quotidienne habitude, quitter la maison et se rendre au Reform - Club.",NaN,sonnant,NaN,NaN,acl,NaN,,6,,sonner,3,5,TIME,46,13,47
"À onze heures et demie sonnant, Mr. Fogg devait, suivant sa quotidienne habitude, quitter la maison et se rendre au Reform - Club.",Mr. Fogg,devait,À onze heures et demie,nsubj,root,obl:mod,8,10,3,devoir,0,67,PER,46,13,47
"À onze heures et demie sonnant, Mr. Fogg devait, suivant sa quotidienne habitude, quitter la maison et se rendre au Reform - Club.",Mr. Fogg,devait,sa quotidienne habitude,nsubj,root,obl:mod,8,10,15,devoir,0,67,PER,46,13,47
"À onze heures et demie sonnant, Mr. Fogg devait, suivant sa quotidienne habitude, quitter la maison et se rendre au Reform - Club.",NaN,suivant,NaN,NaN,case,NaN,,12,,suivre,15,51,PER,46,13,47
"À onze heures et demie sonnant, Mr. Fogg devait, suivant sa quotidienne habitude, quitter la maison et se rendre au Reform - Club.",Mr. Fogg,quitter,la maison,nsubj,xcomp,obj,8,17,19,quitter,10,65,PER,46,13,47
"À onze heures et demie sonnant, Mr. Fogg devait, suivant sa quotidienne habitude, quitter la maison et se rendre au Reform - Club.",Mr. Fogg,rendre,se,nsubj,conj,expl:comp,8,22,21,rendre,17,66,PER,46,13,47
"À onze heures et demie sonnant, Mr. Fogg devait, suivant sa quotidienne habitude, quitter la maison et se rendre au Reform - Club.",Mr. Fogg,rendre,au Reform,nsubj,conj,obl:arg,8,22,24,rendre,17,66,PER,46,13,47
"À onze heures et demie sonnant, Mr. Fogg devait, suivant sa quotidienne habitude, quitter la maison et se rendre au Reform - Club.",Mr. Fogg,rendre,-,nsubj,conj,obl:arg,8,22,25,rendre,17,66,PER,46,13,47
"À onze heures et demie sonnant, Mr. Fogg devait, suivant sa quotidienne habitude, quitter la maison et se rendre au Reform - Club.",Mr. Fogg,rendre,Club,nsubj,conj,obl:arg,8,22,26,rendre,17,66,PER,46,13,47
"En ce moment, on frappa à la porte du petit salon Dans lequel se tenait Phileas Fogg.",on,frappa,En ce moment,nsubj,advcl,obl:mod,5,6,3,frapper,14,_,_,47,14,48
"En ce moment, on frappa à la porte du petit salon Dans lequel se tenait Phileas Fogg.",on,frappa,à la porte du petit salon,nsubj,advcl,obl:arg,5,6,9,frapper,14,_,_,47,14,48
"En ce moment, on frappa à la porte du petit salon Dans lequel se tenait Phileas Fogg.",Phileas Fogg,tenait,Dans lequel,nsubj,conj,obl:mod,17,16,14,tenir,6,25,PER,47,14,48
"En ce moment, on frappa à la porte du petit salon Dans lequel se tenait Phileas Fogg.",Phileas Fogg,tenait,se,nsubj,conj,expl:comp,17,16,15,tenir,6,25,PER,47,14,48
"James Forster, le congédié, apparut.",James Forster le congédié,apparut,NaN,nsubj,root,NaN,1,7,,apparaître,0,27,PER,48,15,49
"«Le nouveau domestique», dit -il.",-il,dit,NaN,nsubj,parataxis,NaN,8,7,,dire,4,_,_,49,16,50
Un garçon âgé d' une trentaine d' années se montra et salua.,Un garçon âgé d' une trentaine d' années,montra,se,nsubj,root,expl:comp,2,10,9,montrer,0,50,PER,50,17,51
Un garçon âgé d' une trentaine d' années se montra et salua.,Un garçon âgé d' une trentaine d' années,salua,NaN,nsubj,conj,NaN,2,12,,saluer,10,_,_,50,17,51
«Vous êtes Français et vous vous nommez John? lui demanda Phileas Fogg.,vous,nommez,vous,nsubj,conj,expl:comp,6,8,7,nommer,4,_,_,51,18,52
«Vous êtes Français et vous vous nommez John? lui demanda Phileas Fogg.,Phileas Fogg,demanda,lui,nsubj,root,iobj,13,12,11,demander,0,_,_,51,18,52
"- Jean, n' en déplaise à monsieur, répondit le nouveau venu, Jean Passepartout, un surnom qui m' est resté, et que justifiait mon aptitude naturelle à me tirer d' affaire.",NaN,déplaise,en,NaN,root,iobj,,6,5,déplaire,0,_,_,52,19,53
"- Jean, n' en déplaise à monsieur, répondit le nouveau venu, Jean Passepartout, un surnom qui m' est resté, et que justifiait mon aptitude naturelle à me tirer d' affaire.",NaN,déplaise,à monsieur,NaN,root,obl:arg,,6,8,déplaire,0,_,_,52,19,53
"- Jean, n' en déplaise à monsieur, répondit le nouveau venu, Jean Passepartout, un surnom qui m' est resté, et que justifiait mon aptitude naturelle à me tirer d' affaire.",le nouveau venu Jean Passepartout un surnom,répondit,NaN,nsubj,root,NaN,13,10,,répondre,0,_,_,52,19,53
"- Jean, n' en déplaise à monsieur, répondit le nouveau venu, Jean Passepartout, un surnom qui m' est resté, et que justifiait mon aptitude naturelle à me tirer d' affaire.",qui,resté,m',nsubj,acl:relcl,iobj,20,23,21,rester,19,_,_,52,19,53
"- Jean, n' en déplaise à monsieur, répondit le nouveau venu, Jean Passepartout, un surnom qui m' est resté, et que justifiait mon aptitude naturelle à me tirer d' affaire.",qui,justifiait,mon aptitude naturelle,nsubj,conj,obj,20,27,29,justifier,23,_,_,52,19,53
"- Jean, n' en déplaise à monsieur, répondit le nouveau venu, Jean Passepartout, un surnom qui m' est resté, et que justifiait mon aptitude naturelle à me tirer d' affaire.",NaN,tirer,me,NaN,acl,expl:comp,,33,32,tirer,29,_,_,52,19,53
"- Jean, n' en déplaise à monsieur, répondit le nouveau venu, Jean Passepartout, un surnom qui m' est resté, et que justifiait mon aptitude naturelle à me tirer d' affaire.",NaN,tirer,d' affaire,NaN,acl,obl:arg,,33,35,tirer,29,_,_,52,19,53
"Je crois être un honnête garçon, monsieur, mais, pour être franc, j' ai fait plusieurs métiers.",Je,crois,NaN,nsubj,root,NaN,1,2,,croire,0,_,_,53,19,54
"Je crois être un honnête garçon, monsieur, mais, pour être franc, j' ai fait plusieurs métiers.",j',fait,plusieurs métiers,nsubj,conj,obj,16,18,20,faire,2,_,_,53,19,54
"J' ai été chanteur ambulant, écuyer dans un cirque, faisant de la voltige comme Léotard, et dansant sur la corde comme Blondin; puis je suis devenu professeur de gymnastique, afin de rendre mes talents plus utiles, et, en dernier lieu, j' étais sergent de pompiers, à Paris.",NaN,faisant,de la voltige,NaN,acl,obj,,12,15,faire,4,_,_,54,19,55
"J' ai été chanteur ambulant, écuyer dans un cirque, faisant de la voltige comme Léotard, et dansant sur la corde comme Blondin; puis je suis devenu professeur de gymnastique, afin de rendre mes talents plus utiles, et, en dernier lieu, j' étais sergent de pompiers, à Paris.",NaN,faisant,comme Léotard,NaN,acl,obl:mod,,12,17,faire,4,_,_,54,19,55
"J' ai été chanteur ambulant, écuyer dans un cirque, faisant de la voltige comme Léotard, et dansant sur la corde comme Blondin; puis je suis devenu professeur de gymnastique, afin de rendre mes talents plus utiles, et, en dernier lieu, j' étais sergent de pompiers, à Paris.",J',dansant,sur la corde,nsubj,conj,obl:arg,1,20,23,danser,4,_,_,54,19,55
"J' ai été chanteur ambulant, écuyer dans un cirque, faisant de la voltige comme Léotard, et dansant sur la corde comme Blondin; puis je suis devenu professeur de gymnastique, afin de rendre mes talents plus utiles, et, en dernier lieu, j' étais sergent de pompiers, à Paris.",J',dansant,comme Blondin,nsubj,conj,obl:mod,1,20,25,danser,4,_,_,54,19,55
"J' ai été chanteur ambulant, écuyer dans un cirque, faisant de la voltige comme Léotard, et dansant sur la corde comme Blondin; puis je suis devenu professeur de gymnastique, afin de rendre mes talents plus utiles, et, en dernier lieu, j' étais sergent de pompiers, à Paris.",je,devenu,en dernier lieu,nsubj,root,obl:mod,28,30,47,devenir,0,_,_,54,19,55
"J' ai été chanteur ambulant, écuyer dans un cirque, faisant de la voltige comme Léotard, et dansant sur la corde comme Blondin; puis je suis devenu professeur de gymnastique, afin de rendre mes talents plus utiles, et, en dernier lieu, j' étais sergent de pompiers, à Paris.",je,devenu,à Paris,nsubj,root,obl:mod,28,30,56,devenir,0,_,_,54,19,55
"J' ai été chanteur ambulant, écuyer dans un cirque, faisant de la voltige comme Léotard, et dansant sur la corde comme Blondin; puis je suis devenu professeur de gymnastique, afin de rendre mes talents plus utiles, et, en dernier lieu, j' étais sergent de pompiers, à Paris.",NaN,rendre,mes talents plus utiles,NaN,obl:arg,obj,,37,39,rendre,35,_,_,54,19,55
J' ai même dans mon dossier des incendies remarquables.,J',ai,dans mon dossier,nsubj,root,obl:arg,1,2,6,avoir,0,_,_,55,19,56
J' ai même dans mon dossier des incendies remarquables.,J',ai,des incendies remarquables,nsubj,root,obj,1,2,8,avoir,0,_,_,55,19,56
"Mais voilà cinq ans que j' ai quitté la France et que, voulant goûter de la vie de famille, je suis valet de chambre en Angleterre.",je,voilà,cinq ans,nsubj,advcl,obj,22,2,4,voilà,24,18,TIME,56,19,57
"Mais voilà cinq ans que j' ai quitté la France et que, voulant goûter de la vie de famille, je suis valet de chambre en Angleterre.",j',quitté,la France,nsubj,ccomp,obj,6,8,10,quitter,2,26,PER,56,19,57
"Mais voilà cinq ans que j' ai quitté la France et que, voulant goûter de la vie de famille, je suis valet de chambre en Angleterre.",NaN,voulant,NaN,NaN,obj,NaN,,14,,vouloir,15,_,_,56,19,57
"Mais voilà cinq ans que j' ai quitté la France et que, voulant goûter de la vie de famille, je suis valet de chambre en Angleterre.",j',goûter,NaN,nsubj,conj,obj,6,15,14,goûter,8,_,_,56,19,57
"Mais voilà cinq ans que j' ai quitté la France et que, voulant goûter de la vie de famille, je suis valet de chambre en Angleterre.",j',goûter,de la vie de famille,nsubj,conj,obl:arg,6,15,18,goûter,8,_,_,56,19,57
"Or, me trouvant sans place et ayant appris que M. Phileas Fogg était l' homme le plus exact et le plus sédentaire du Royaume - Uni, je me suis présenté chez monsieur avec l' espérance d' y vivre tranquille et d' oublier jusqu' à ce nom de Passepartout…",je,trouvant,me,nsubj,advcl,expl:comp,29,4,3,trouver,32,_,_,57,19,58
"Or, me trouvant sans place et ayant appris que M. Phileas Fogg était l' homme le plus exact et le plus sédentaire du Royaume - Uni, je me suis présenté chez monsieur avec l' espérance d' y vivre tranquille et d' oublier jusqu' à ce nom de Passepartout…",je,trouvant,sans place,nsubj,advcl,obl:arg,29,4,6,trouver,32,_,_,57,19,58
"Or, me trouvant sans place et ayant appris que M. Phileas Fogg était l' homme le plus exact et le plus sédentaire du Royaume - Uni, je me suis présenté chez monsieur avec l' espérance d' y vivre tranquille et d' oublier jusqu' à ce nom de Passepartout…",je,appris,NaN,nsubj,conj,NaN,29,9,,apprendre,4,_,_,57,19,58
"Or, me trouvant sans place et ayant appris que M. Phileas Fogg était l' homme le plus exact et le plus sédentaire du Royaume - Uni, je me suis présenté chez monsieur avec l' espérance d' y vivre tranquille et d' oublier jusqu' à ce nom de Passepartout…",je,présenté,me,nsubj,root,expl:comp,29,32,30,présenter,0,_,_,57,19,58
"Or, me trouvant sans place et ayant appris que M. Phileas Fogg était l' homme le plus exact et le plus sédentaire du Royaume - Uni, je me suis présenté chez monsieur avec l' espérance d' y vivre tranquille et d' oublier jusqu' à ce nom de Passepartout…",je,présenté,chez monsieur,nsubj,root,obl:arg,29,32,34,présenter,0,_,_,57,19,58
"Or, me trouvant sans place et ayant appris que M. Phileas Fogg était l' homme le plus exact et le plus sédentaire du Royaume - Uni, je me suis présenté chez monsieur avec l' espérance d' y vivre tranquille et d' oublier jusqu' à ce nom de Passepartout…",je,présenté,avec l' espérance,nsubj,root,obl:mod,29,32,37,présenter,0,_,_,57,19,58
"Or, me trouvant sans place et ayant appris que M. Phileas Fogg était l' homme le plus exact et le plus sédentaire du Royaume - Uni, je me suis présenté chez monsieur avec l' espérance d' y vivre tranquille et d' oublier jusqu' à ce nom de Passepartout…",NaN,vivre,y,NaN,acl,iobj,,40,39,vivre,37,_,_,57,19,58
"Or, me trouvant sans place et ayant appris que M. Phileas Fogg était l' homme le plus exact et le plus sédentaire du Royaume - Uni, je me suis présenté chez monsieur avec l' espérance d' y vivre tranquille et d' oublier jusqu' à ce nom de Passepartout…",NaN,oublier,jusqu' à ce nom de Passepartout,NaN,conj,obl:mod,,44,48,oublier,40,_,_,57,19,58
"- Passepartout me convient, répondit le gentleman.",Passepartout,convient,me,nsubj,root,iobj,2,4,3,convier,0,_,_,58,20,59
"- Passepartout me convient, répondit le gentleman.",le gentleman,répondit,NaN,nsubj,parataxis,NaN,8,6,,répondre,4,_,_,58,20,59
Vous m' êtes recommandé.,Vous,recommandé,m',nsubj:pass,root,iobj,1,4,2,recommander,0,_,_,59,20,60
J' ai de bons renseignements sur votre compte.,J',ai,de bons renseignements sur votre compte,nsubj,root,obj,1,2,5,avoir,0,_,_,60,20,61
Vous connaissez mes conditions?,Vous,connaissez,mes conditions,nsubj,root,obj,1,2,4,connaître,0,_,_,61,20,62
Quelle heure avez -vous?,Quelle heure,avez,NaN,nsubj,root,NaN,2,3,,avoir,0,_,_,64,22,65
"- Onze heures vingt-deux, répondit Passepartout, en tirant des profondeurs de son gousset une énorme montre d' argent.",NaN,répondit,NaN,NaN,root,NaN,,6,,répondre,0,_,_,65,23,66
"- Onze heures vingt-deux, répondit Passepartout, en tirant des profondeurs de son gousset une énorme montre d' argent.",NaN,tirant,des profondeurs de son gousset,NaN,advcl,obl:arg,,10,12,tirer,6,_,_,65,23,66
"- Onze heures vingt-deux, répondit Passepartout, en tirant des profondeurs de son gousset une énorme montre d' argent.",NaN,tirant,une énorme montre d' argent,NaN,advcl,obj,,10,18,tirer,6,_,_,65,23,66
"-Vous retardez, dit Mr. Fogg.",-Vous,retardez,NaN,nsubj,root,NaN,1,2,,retarder,0,_,_,66,24,67
"-Vous retardez, dit Mr. Fogg.",Mr. Fogg,dit,NaN,nsubj,parataxis,NaN,5,4,,dire,2,_,_,66,24,67
"- Que monsieur me pardonne, mais c' est impossible.",monsieur,pardonne,me,nsubj,root,iobj,3,5,4,pardonner,0,_,_,67,25,68
-Vous retardez de quatre minutes.,-Vous,retardez,de quatre minutes,nsubj,root,obl:arg,1,2,5,retarder,0,_,_,68,26,69
N' importe.,NaN,importe,NaN,NaN,root,NaN,,2,,importer,0,_,_,69,26,70
Il suffit de constater l' écart.,NaN,suffit,NaN,NaN,root,NaN,,2,,suffire,0,_,_,70,26,71
Il suffit de constater l' écart.,NaN,constater,l' écart,NaN,xcomp,obj,,4,6,constater,2,_,_,70,26,71
"Donc, à partir de ce moment, onze heures vingt-neuf du matin, ce mercredi 2 octobre 1872, vous êtes à mon service.",NaN,partir,NaN,NaN,fixed,NaN,,4,,partir,3,5,TIME,71,26,72
"Donc, à partir de ce moment, onze heures vingt-neuf du matin, ce mercredi 2 octobre 1872, vous êtes à mon service.",vous,êtes,onze heures vingt-neuf du matin,nsubj,root,obl:mod,21,22,10,être,0,_,_,71,26,72
"Donc, à partir de ce moment, onze heures vingt-neuf du matin, ce mercredi 2 octobre 1872, vous êtes à mon service.",vous,êtes,ce mercredi 2 octobre 1872,nsubj,root,obl:mod,21,22,16,être,0,_,_,71,26,72
"Donc, à partir de ce moment, onze heures vingt-neuf du matin, ce mercredi 2 octobre 1872, vous êtes à mon service.",vous,êtes,à mon service,nsubj,root,obl:arg,21,22,25,être,0,_,_,71,26,72
"Cela dit, Phileas Fogg se leva, prit son chapeau de la main gauche, le plaça sur sa tête avec un mouvement d' automate et disparut sans ajouter une parole.",Cela,dit,NaN,nsubj,advcl,NaN,1,2,,dire,7,_,_,73,27,74
"Cela dit, Phileas Fogg se leva, prit son chapeau de la main gauche, le plaça sur sa tête avec un mouvement d' automate et disparut sans ajouter une parole.",Phileas Fogg,leva,se,nsubj,root,expl:comp,4,7,6,lever,0,45,PER,73,27,74
"Cela dit, Phileas Fogg se leva, prit son chapeau de la main gauche, le plaça sur sa tête avec un mouvement d' automate et disparut sans ajouter une parole.",Phileas Fogg,prit,son chapeau,nsubj,conj,obj,4,9,11,prendre,7,_,_,73,27,74
"Cela dit, Phileas Fogg se leva, prit son chapeau de la main gauche, le plaça sur sa tête avec un mouvement d' automate et disparut sans ajouter une parole.",Phileas Fogg,prit,de la main gauche,nsubj,conj,obl:arg,4,9,14,prendre,7,_,_,73,27,74
"Cela dit, Phileas Fogg se leva, prit son chapeau de la main gauche, le plaça sur sa tête avec un mouvement d' automate et disparut sans ajouter une parole.",Phileas Fogg,plaça,le,nsubj,conj,obj,4,18,17,placer,7,_,_,73,27,74
"Cela dit, Phileas Fogg se leva, prit son chapeau de la main gauche, le plaça sur sa tête avec un mouvement d' automate et disparut sans ajouter une parole.",Phileas Fogg,plaça,sur sa tête,nsubj,conj,obl:arg,4,18,21,placer,7,_,_,73,27,74
"Cela dit, Phileas Fogg se leva, prit son chapeau de la main gauche, le plaça sur sa tête avec un mouvement d' automate et disparut sans ajouter une parole.",Phileas Fogg,plaça,avec un mouvement d' automate,nsubj,conj,obl:mod,4,18,24,placer,7,_,_,73,27,74
"Cela dit, Phileas Fogg se leva, prit son chapeau de la main gauche, le plaça sur sa tête avec un mouvement d' automate et disparut sans ajouter une parole.",Phileas Fogg,disparut,NaN,nsubj,conj,NaN,4,28,,disparaître,7,44,PER,73,27,74
"Cela dit, Phileas Fogg se leva, prit son chapeau de la main gauche, le plaça sur sa tête avec un mouvement d' automate et disparut sans ajouter une parole.",NaN,ajouter,une parole,NaN,advcl,obj,,30,32,ajouter,28,_,_,73,27,74
"Passepartout entendit la porte de la rue se fermer une première fois: c' était son nouveau maître qui sortait; puis une seconde fois: c' était son prédécesseur, James Forster, qui s' en allait à son tour.",Passepartout,entendit,la porte de la rue,nsubj,root,obj,1,2,4,entendre,0,_,_,74,28,75
"Passepartout entendit la porte de la rue se fermer une première fois: c' était son nouveau maître qui sortait; puis une seconde fois: c' était son prédécesseur, James Forster, qui s' en allait à son tour.",Passepartout,entendit,c' était son nouveau maître,nsubj,root,obl:mod,1,2,18,entendre,0,_,_,74,28,75
"Passepartout entendit la porte de la rue se fermer une première fois: c' était son nouveau maître qui sortait; puis une seconde fois: c' était son prédécesseur, James Forster, qui s' en allait à son tour.",Passepartout,fermer,une première fois,nsubj,xcomp,obl:mod,1,9,12,fermer,2,_,_,74,28,75
"Passepartout entendit la porte de la rue se fermer une première fois: c' était son nouveau maître qui sortait; puis une seconde fois: c' était son prédécesseur, James Forster, qui s' en allait à son tour.",qui,sortait,NaN,nsubj,acl:relcl,NaN,19,20,,sortir,18,57,PER,74,28,75
"Passepartout entendit la porte de la rue se fermer une première fois: c' était son nouveau maître qui sortait; puis une seconde fois: c' était son prédécesseur, James Forster, qui s' en allait à son tour.",qui,allait,s',nsubj,dep,expl:comp,35,38,36,aller,30,40,PER,74,28,75
"Passepartout entendit la porte de la rue se fermer une première fois: c' était son nouveau maître qui sortait; puis une seconde fois: c' était son prédécesseur, James Forster, qui s' en allait à son tour.",qui,allait,en,nsubj,dep,expl:comp,35,38,37,aller,30,40,PER,74,28,75
"Passepartout entendit la porte de la rue se fermer une première fois: c' était son nouveau maître qui sortait; puis une seconde fois: c' était son prédécesseur, James Forster, qui s' en allait à son tour.",qui,allait,à son tour,nsubj,dep,obl:mod,35,38,41,aller,30,40,PER,74,28,75
Passepartout demeura seul dans la maison de Saville - row.,Passepartout,demeura,dans la maison de Saville - row,nsubj,root,obl:mod,1,2,6,demeurer,0,32,LOC,75,29,76
