Phrase,Sujet,Verbe,Objet,Dep_sujet,Dep_verbe,Dep_objet,ID_sujet,ID_verbe,ID_objet,DocID_sujet,DocID_verbe,DocID_objet,AlignID_sujet,AlignID_verbe,AlignID_objet,IDs_sujet,IDs_objet,Lemme_verbe,Head_verbe,Annotation_verbe_col8,Annotation_verbe_col9,Num_phrase,Num_paragr,Sentence_index,personnages_sujet,personnages_objet,personnages_triptyque,lieux_sujet,lieux_objet,lieux_triptyque,types_lieux_triptyque,a_personnage_triptyque,a_lieu_triptyque,a_personnage_et_lieu_triptyque
"En somme, dans cette maison de Saville - row qui devait être le temple du désordre à l' époque de l' illustre mais dissipé Sheridan -, ameublement confortable, annonçant une belle aisance.",qui,devait,"à l'époque de l'illustre mais dissipé Sheridan-, ameublement confortable",nsubj,acl:relcl,obl:mod,11,12,20,3353,3354,3362,3306,3307,3315,[11],"[18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30]",devoir,6,_,_,130,41,131,[],['1'],['1'],['qui'],[],['qui'],['FAC'],True,True,True
"En somme, dans cette maison de Saville - row qui devait être le temple du désordre à l' époque de l' illustre mais dissipé Sheridan -, ameublement confortable, annonçant une belle aisance.",NaN,annonçant,une belle aisance,NaN,acl,obj,,32,35,,3374,3377,,3326,3329,[],"[33, 34, 35]",annoncer,29,_,_,130,41,131,[],[],[],[],[],[],[],False,False,False
"Pas de bibliothèque, pas de livres, qui eussent été sans utilité pour Mr. Fogg, puisque le Reform - Club mettait à sa disposition deux bibliothèques, l' une consacrée aux lettres, l' autre au droit et à la politique.",le Reform-Club,mettait,à sa disposition,nsubj,advcl,obl:arg,20,23,26,3398,3401,3404,3350,3352,3355,"[19, 20, 21, 22]","[24, 25, 26]",mettre,3,_,_,131,41,132,[],['2'],['2'],['le reform - club'],[],['le reform - club'],['FAC'],True,True,True
"Pas de bibliothèque, pas de livres, qui eussent été sans utilité pour Mr. Fogg, puisque le Reform - Club mettait à sa disposition deux bibliothèques, l' une consacrée aux lettres, l' autre au droit et à la politique.",le Reform-Club,mettait,deux bibliothèques l'une,nsubj,advcl,obj,20,23,28,3398,3401,3406,3350,3352,3357,"[19, 20, 21, 22]","[27, 28, 30, 31]",mettre,3,_,_,131,41,132,[],[],[],['le reform - club'],"['deux bibliothèques', ""l' une""]","['le reform - club', 'deux bibliothèques', ""l' une""]",['FAC'],False,True,False
"Pas de bibliothèque, pas de livres, qui eussent été sans utilité pour Mr. Fogg, puisque le Reform - Club mettait à sa disposition deux bibliothèques, l' une consacrée aux lettres, l' autre au droit et à la politique.",NaN,consacrée,aux lettres l'autre au droit et à la politique,NaN,acl,obl:arg,,32,34,,3410,3412,,3361,3363,[],"[33, 34, 36, 37, 38, 39, 40, 41, 42, 43]",consacrer,31,_,_,131,41,132,[],[],[],[],[],[],[],False,False,False
"Dans la chambre à coucher, un coffre - fort de moyenne grandeur, que sa construction défendait aussi bien de l' incendie que du vol.",NaN,coucher,NaN,NaN,nmod,NaN,,5,,,3427,,,3378,,[],[],coucher,3,la chambre à coucher,FAC,132,41,133,[],[],[],[],[],[],[],False,False,False
"Dans la chambre à coucher, un coffre - fort de moyenne grandeur, que sa construction défendait aussi bien de l' incendie que du vol.",sa construction,défendait,que,nsubj,acl:relcl,obj,17,18,15,3439,3440,3437,3389,3390,3387,"[16, 17]",[15],défendre,8,_,_,132,41,133,[],[],[],[],[],[],[],False,False,False
"Dans la chambre à coucher, un coffre - fort de moyenne grandeur, que sa construction défendait aussi bien de l' incendie que du vol.",sa construction,défendait,aussi bien de l'incendie que du vol,nsubj,acl:relcl,obl:mod,17,18,23,3439,3440,3445,3389,3390,3395,"[16, 17]","[19, 20, 21, 22, 23, 24, 25, 26]",défendre,8,_,_,132,41,133,[],[],[],[],[],[],[],False,False,False
Tout y dénotait les habitudes les plus pacifiques.,Tout,dénotait,y,nsubj,root,iobj,1,3,2,3465,3467,3466,3415,3417,3416,[1],[2],dénoter,0,_,_,134,41,135,[],[],[],[],['y'],['y'],['FAC'],False,True,False
Tout y dénotait les habitudes les plus pacifiques.,Tout,dénotait,les habitudes les plus pacifiques,nsubj,root,obj,1,3,5,3465,3467,3469,3415,3417,3419,[1],"[4, 5, 6, 7, 8]",dénoter,0,_,_,134,41,135,[],[],[],[],[],[],[],False,False,False
"Après avoir examiné cette demeure en détail, Passepartout se frotta les mains, sa large figure s' épanouit, et il répéta joyeusement:",Passepartout,examiné,cette demeure,nsubj,advcl,obj,9,3,5,3482,3476,3478,3432,3426,3428,[9],"[4, 5]",examiner,11,_,_,135,42,136,['1'],[],['1'],[],['cette demeure'],['cette demeure'],['FAC'],True,True,True
"Après avoir examiné cette demeure en détail, Passepartout se frotta les mains, sa large figure s' épanouit, et il répéta joyeusement:",Passepartout,examiné,en détail,nsubj,advcl,obl:mod,9,3,7,3482,3476,3480,3432,3426,3430,[9],"[6, 7]",examiner,11,_,_,135,42,136,['1'],[],['1'],[],[],[],[],True,False,False
"Après avoir examiné cette demeure en détail, Passepartout se frotta les mains, sa large figure s' épanouit, et il répéta joyeusement:",Passepartout,frotta,se,nsubj,root,expl:comp,9,11,10,3482,3484,3483,3432,3434,3433,[9],[10],frotter,0,_,_,135,42,136,['1'],[],['1'],[],[],[],[],True,False,False
"Après avoir examiné cette demeure en détail, Passepartout se frotta les mains, sa large figure s' épanouit, et il répéta joyeusement:",Passepartout,frotta,les mains,nsubj,root,obj,9,11,13,3482,3484,3486,3432,3434,3436,[9],"[12, 13]",frotter,0,_,_,135,42,136,['1'],[],['1'],[],[],[],[],True,False,False
"Après avoir examiné cette demeure en détail, Passepartout se frotta les mains, sa large figure s' épanouit, et il répéta joyeusement:",sa large figure,épanouit,NaN,nsubj,advcl,NaN,17,19,,3490,3492,,3440,3442,,"[15, 16, 17]",[],épanouir,11,_,_,135,42,136,['1'],[],['1'],[],[],[],[],True,False,False
"Après avoir examiné cette demeure en détail, Passepartout se frotta les mains, sa large figure s' épanouit, et il répéta joyeusement:",il,répéta,NaN,nsubj,conj,NaN,22,23,,3495,3496,,3445,3446,,[22],[],répéter,11,_,_,135,42,136,['1'],[],['1'],[],[],[],[],True,False,False
«Cela me va! voilà mon affaire!,Cela,va,me,nsubj,ccomp,iobj,2,4,3,3500,3502,3501,3450,3452,3451,[2],[3],aller,0,_,_,136,43,137,[],['1'],['1'],[],[],[],[],True,False,False
«Cela me va! voilà mon affaire!,NaN,voilà,mon affaire,NaN,parataxis,obj,,6,8,,3504,3506,,3454,3456,[],"[7, 8]",voilà,0,_,_,136,43,137,[],['1'],['1'],[],[],[],[],True,False,False
"Nous nous entendrons parfaitement, Mr. Fogg et moi!",Nous,entendrons,nous,nsubj,root,expl:comp,1,3,2,3508,3510,3509,3458,3460,3459,[1],[2],entendre,0,_,_,137,43,138,['16'],[],['16'],[],[],[],[],True,False,False
"Nous nous entendrons parfaitement, Mr. Fogg et moi!",Nous,entendrons,Mr. Fogg et moi,nsubj,root,obl:mod,1,3,6,3508,3510,3513,3458,3460,3463,[1],"[6, 7, 8, 9]",entendre,0,_,_,137,43,138,['16'],"['2', '16', '1']","['16', '2', '1']",[],[],[],[],True,False,False
"Eh bien, je ne suis pas fâché de servir une mécanique!»",je,fâché,NaN,nsubj,root,NaN,4,8,,3531,3535,,3481,3485,,[4],[],fâcher,0,_,_,140,43,141,['1'],[],['1'],[],[],[],[],True,False,False
"Eh bien, je ne suis pas fâché de servir une mécanique!»",je,servir,une mécanique,nsubj,xcomp,obj,4,10,12,3531,3537,3539,3481,3487,3489,[4],"[11, 12]",servir,8,_,_,140,43,141,['1'],[],['1'],[],[],[],[],True,False,False
"Phileas Fogg avait quitté sa maison de Saville - row à onze heures et demie, et, après avoir placé cinq cent soixante-quinze fois son pied droit devant son pied gauche et cinq cent soixante-seize fois son pied gauche devant son pied droit, il arriva au Reform - Club, vaste édifice, élevé dans Pall - Mall, qui n' a pas coûté moins de trois millions à bâtir.",Phileas Fogg,quitté,sa maison de Saville-row,nsubj,root,obj,1,4,6,3542,3545,3547,3492,3495,3497,"[1, 2]","[5, 6, 7, 8, 9, 10]",quitter,0,_,_,141,44,142,['0'],['0'],['0'],[],"['sa maison de saville - row', 'saville - row']","['sa maison de saville - row', 'saville - row']",['FAC'],True,True,True
"Phileas Fogg avait quitté sa maison de Saville - row à onze heures et demie, et, après avoir placé cinq cent soixante-quinze fois son pied droit devant son pied gauche et cinq cent soixante-seize fois son pied gauche devant son pied droit, il arriva au Reform - Club, vaste édifice, élevé dans Pall - Mall, qui n' a pas coûté moins de trois millions à bâtir.",Phileas Fogg,quitté,à onze heures et demie,nsubj,root,obl:mod,1,4,13,3542,3545,3554,3492,3495,3503,"[1, 2]","[11, 12, 13, 14, 15]",quitter,0,_,_,141,44,142,['0'],[],['0'],[],[],[],[],True,False,False
"Phileas Fogg avait quitté sa maison de Saville - row à onze heures et demie, et, après avoir placé cinq cent soixante-quinze fois son pied droit devant son pied gauche et cinq cent soixante-seize fois son pied gauche devant son pied droit, il arriva au Reform - Club, vaste édifice, élevé dans Pall - Mall, qui n' a pas coûté moins de trois millions à bâtir.",il,placé,cinq cent soixante-quinze fois son pied droit,nsubj,advcl,obl:mod,46,21,25,3587,3562,3566,3536,3511,3515,[46],"[22, 23, 24, 25, 26, 27, 28]",placer,47,_,_,141,44,142,['0'],['0'],['0'],[],[],[],[],True,False,False
"Phileas Fogg avait quitté sa maison de Saville - row à onze heures et demie, et, après avoir placé cinq cent soixante-quinze fois son pied droit devant son pied gauche et cinq cent soixante-seize fois son pied gauche devant son pied droit, il arriva au Reform - Club, vaste édifice, élevé dans Pall - Mall, qui n' a pas coûté moins de trois millions à bâtir.",il,placé,devant son pied gauche,nsubj,advcl,obl:arg,46,21,31,3587,3562,3572,3536,3511,3521,[46],"[29, 30, 31, 32]",placer,47,_,_,141,44,142,['0'],['0'],['0'],[],[],[],[],True,False,False
"Phileas Fogg avait quitté sa maison de Saville - row à onze heures et demie, et, après avoir placé cinq cent soixante-quinze fois son pied droit devant son pied gauche et cinq cent soixante-seize fois son pied gauche devant son pied droit, il arriva au Reform - Club, vaste édifice, élevé dans Pall - Mall, qui n' a pas coûté moins de trois millions à bâtir.",il,placé,devant son pied droit,nsubj,advcl,obl:arg,46,21,43,3587,3562,3584,3536,3511,3533,[46],"[41, 42, 43, 44]",placer,47,_,_,141,44,142,['0'],['0'],['0'],[],[],[],[],True,False,False
"Phileas Fogg avait quitté sa maison de Saville - row à onze heures et demie, et, après avoir placé cinq cent soixante-quinze fois son pied droit devant son pied gauche et cinq cent soixante-seize fois son pied gauche devant son pied droit, il arriva au Reform - Club, vaste édifice, élevé dans Pall - Mall, qui n' a pas coûté moins de trois millions à bâtir.",il,arriva,au Reform,nsubj,conj,obl:arg,46,47,49,3587,3588,3590,3536,3537,3539,[46],"[48, 49]",arriver,4,_,_,141,44,142,['0'],[],['0'],[],['au reform - club'],['au reform - club'],['FAC'],True,True,True
"Phileas Fogg avait quitté sa maison de Saville - row à onze heures et demie, et, après avoir placé cinq cent soixante-quinze fois son pied droit devant son pied gauche et cinq cent soixante-seize fois son pied gauche devant son pied droit, il arriva au Reform - Club, vaste édifice, élevé dans Pall - Mall, qui n' a pas coûté moins de trois millions à bâtir.",NaN,élevé,dans Pall-Mall,NaN,acl,obl:mod,,56,58,,3597,3599,,3545,3547,[],"[57, 58]",élever,54,_,_,141,44,142,[],[],[],[],['pall - mall'],['pall - mall'],['FAC'],False,True,False
"Phileas Fogg avait quitté sa maison de Saville - row à onze heures et demie, et, après avoir placé cinq cent soixante-quinze fois son pied droit devant son pied gauche et cinq cent soixante-seize fois son pied gauche devant son pied droit, il arriva au Reform - Club, vaste édifice, élevé dans Pall - Mall, qui n' a pas coûté moins de trois millions à bâtir.",NaN,élevé,Pall-Mall,NaN,acl,obl:mod,,56,59,,3597,3600,,3545,,[],[59],élever,54,_,_,141,44,142,[],[],[],[],['pall - mall'],['pall - mall'],['FAC'],False,True,False
"Phileas Fogg avait quitté sa maison de Saville - row à onze heures et demie, et, après avoir placé cinq cent soixante-quinze fois son pied droit devant son pied gauche et cinq cent soixante-seize fois son pied gauche devant son pied droit, il arriva au Reform - Club, vaste édifice, élevé dans Pall - Mall, qui n' a pas coûté moins de trois millions à bâtir.",NaN,élevé,Pall-Mall,NaN,acl,obl:mod,,56,60,,3597,3601,,3545,3548,[],[60],élever,54,_,_,141,44,142,[],[],[],[],['pall - mall'],['pall - mall'],['FAC'],False,True,False
"Phileas Fogg avait quitté sa maison de Saville - row à onze heures et demie, et, après avoir placé cinq cent soixante-quinze fois son pied droit devant son pied gauche et cinq cent soixante-seize fois son pied gauche devant son pied droit, il arriva au Reform - Club, vaste édifice, élevé dans Pall - Mall, qui n' a pas coûté moins de trois millions à bâtir.",qui,coûté,moins de trois millions,nsubj,acl:relcl,obj,62,66,70,3603,3607,3611,3550,3554,3558,[62],"[67, 68, 69, 70]",coûter,54,_,_,141,44,142,[],[],[],['qui'],[],['qui'],['FAC'],False,True,False
"Phileas Fogg avait quitté sa maison de Saville - row à onze heures et demie, et, après avoir placé cinq cent soixante-quinze fois son pied droit devant son pied gauche et cinq cent soixante-seize fois son pied gauche devant son pied droit, il arriva au Reform - Club, vaste édifice, élevé dans Pall - Mall, qui n' a pas coûté moins de trois millions à bâtir.",NaN,bâtir,NaN,NaN,acl,NaN,,72,,,3613,,,3560,,[],[],bâtir,70,_,_,141,44,142,[],[],[],[],[],[],[],False,False,False
"Phileas Fogg se rendit aussitôt à la salle à manger, dont les neuf fenêtres s' ouvraient sur un beau jardin aux arbres déjà dorés par l' automne.",Phileas Fogg,rendit,se,nsubj,root,expl:comp,1,4,3,3615,3618,3617,3562,3565,3564,"[1, 2]",[3],rendre,0,_,_,142,45,143,['0'],[],['0'],[],[],[],[],True,False,False
"Phileas Fogg se rendit aussitôt à la salle à manger, dont les neuf fenêtres s' ouvraient sur un beau jardin aux arbres déjà dorés par l' automne.",Phileas Fogg,rendit,à la salle à manger,nsubj,root,obl:arg,1,4,8,3615,3618,3622,3562,3565,3569,"[1, 2]","[6, 7, 8, 9, 10]",rendre,0,_,_,142,45,143,['0'],[],['0'],[],['la salle à manger'],['la salle à manger'],['FAC'],True,True,True
"Phileas Fogg se rendit aussitôt à la salle à manger, dont les neuf fenêtres s' ouvraient sur un beau jardin aux arbres déjà dorés par l' automne.",dont les neuf fenêtres,ouvraient,s',nsubj,acl:relcl,expl:comp,15,17,16,3629,3631,3630,3576,3578,3577,"[12, 13, 14, 15]",[16],ouvrir,8,_,_,142,45,143,[],[],[],['dont'],[],['dont'],['FAC'],False,True,False
"Phileas Fogg se rendit aussitôt à la salle à manger, dont les neuf fenêtres s' ouvraient sur un beau jardin aux arbres déjà dorés par l' automne.",dont les neuf fenêtres,ouvraient,sur un beau jardin aux arbres,nsubj,acl:relcl,obl:arg,15,17,21,3629,3631,3635,3576,3578,3582,"[12, 13, 14, 15]","[18, 19, 20, 21, 22, 23]",ouvrir,8,_,_,142,45,143,[],[],[],['dont'],"[""un beau jardin aux arbres déjà dorés par l' automne""]","['dont', ""un beau jardin aux arbres déjà dorés par l' automne""]",['FAC'],False,True,False
"Phileas Fogg se rendit aussitôt à la salle à manger, dont les neuf fenêtres s' ouvraient sur un beau jardin aux arbres déjà dorés par l' automne.",NaN,dorés,par l'automne,NaN,acl,obl:agent,,25,28,,3639,3642,,3586,3589,[],"[26, 27, 28]",dorer,23,un beau jardin aux arbres déjà dorés par l' automne,FAC,142,45,143,[],[],[],[],"[""un beau jardin aux arbres déjà dorés par l' automne""]","[""un beau jardin aux arbres déjà dorés par l' automne""]",['FAC'],False,True,False
"Là, il prit place à la table habituelle où son couvert l' attendait.",il,prit,place,nsubj,root,obj,3,4,5,3646,3647,3648,3593,3594,3595,[3],[5],prendre,0,_,_,143,45,144,['0'],[],['0'],[],[],[],[],True,False,False
"Là, il prit place à la table habituelle où son couvert l' attendait.",il,prit,à la table habituelle,nsubj,root,obl:arg,3,4,8,3646,3647,3651,3593,3594,3598,[3],"[6, 7, 8, 9]",prendre,0,_,_,143,45,144,['0'],[],['0'],[],[],[],[],True,False,False
"Là, il prit place à la table habituelle où son couvert l' attendait.",son couvert,attendait,où,nsubj,acl:relcl,iobj,12,14,10,3655,3657,3653,3602,3604,3600,"[11, 12]",[10],attendre,8,_,_,143,45,144,['0'],[],['0'],[],[],[],[],True,False,False
"Là, il prit place à la table habituelle où son couvert l' attendait.",son couvert,attendait,l',nsubj,acl:relcl,obj,12,14,13,3655,3657,3656,3602,3604,3603,"[11, 12]",[13],attendre,8,_,_,143,45,144,['0'],['0'],['0'],[],[],[],[],True,False,False
"Son déjeuner se composait d' un hors-d'œuvre, d' un poisson bouilli relevé d' une« reading sauce» de premier choix, d' un roastbeef écarlate agrémenté de condiments« mushroom», d' un gâteau farci de tiges de rhubarbe et de groseilles vertes, d' un morceau de chester,- le tout arrosé de quelques tasses de cet excellent thé, spécialement recueilli pour l' office du Reform - Club.",Son déjeuner,composait,se,nsubj,root,expl:comp,2,4,3,3660,3662,3661,3607,3609,3608,"[1, 2]",[3],composer,0,_,_,144,45,145,['0'],[],['0'],[],[],[],[],True,False,False
"Son déjeuner se composait d' un hors-d'œuvre, d' un poisson bouilli relevé d' une« reading sauce» de premier choix, d' un roastbeef écarlate agrémenté de condiments« mushroom», d' un gâteau farci de tiges de rhubarbe et de groseilles vertes, d' un morceau de chester,- le tout arrosé de quelques tasses de cet excellent thé, spécialement recueilli pour l' office du Reform - Club.",Son déjeuner,composait,d'un hors-d'œuvre d'un poisson,nsubj,root,obl:arg,2,4,7,3660,3662,3665,3607,3609,3612,"[1, 2]","[5, 6, 7, 9, 10, 11]",composer,0,_,_,144,45,145,['0'],[],['0'],[],[],[],[],True,False,False
"Son déjeuner se composait d' un hors-d'œuvre, d' un poisson bouilli relevé d' une« reading sauce» de premier choix, d' un roastbeef écarlate agrémenté de condiments« mushroom», d' un gâteau farci de tiges de rhubarbe et de groseilles vertes, d' un morceau de chester,- le tout arrosé de quelques tasses de cet excellent thé, spécialement recueilli pour l' office du Reform - Club.",Son déjeuner,composait,le tout,nsubj,root,obl:mod,2,4,56,3660,3662,3714,3607,3609,3660,"[1, 2]","[55, 56]",composer,0,_,_,144,45,145,['0'],[],['0'],[],[],[],[],True,False,False
"Son déjeuner se composait d' un hors-d'œuvre, d' un poisson bouilli relevé d' une« reading sauce» de premier choix, d' un roastbeef écarlate agrémenté de condiments« mushroom», d' un gâteau farci de tiges de rhubarbe et de groseilles vertes, d' un morceau de chester,- le tout arrosé de quelques tasses de cet excellent thé, spécialement recueilli pour l' office du Reform - Club.",NaN,bouilli,NaN,NaN,acl,NaN,,12,,,3670,,,3617,,[],[],bouillir,11,_,_,144,45,145,[],[],[],[],[],[],[],False,False,False
"Son déjeuner se composait d' un hors-d'œuvre, d' un poisson bouilli relevé d' une« reading sauce» de premier choix, d' un roastbeef écarlate agrémenté de condiments« mushroom», d' un gâteau farci de tiges de rhubarbe et de groseilles vertes, d' un morceau de chester,- le tout arrosé de quelques tasses de cet excellent thé, spécialement recueilli pour l' office du Reform - Club.",NaN,relevé,d'une reading sauce de premier choix d'un roastbeef écarlate d'un gâteau,NaN,acl,obl:agent,,13,17,,3671,3675,,3618,3622,[],"[14, 15, 17, 18, 20, 21, 22, 24, 25, 26, 27, 35, 36, 37]",relever,11,_,_,144,45,145,[],[],[],[],[],[],[],False,False,False
"Son déjeuner se composait d' un hors-d'œuvre, d' un poisson bouilli relevé d' une« reading sauce» de premier choix, d' un roastbeef écarlate agrémenté de condiments« mushroom», d' un gâteau farci de tiges de rhubarbe et de groseilles vertes, d' un morceau de chester,- le tout arrosé de quelques tasses de cet excellent thé, spécialement recueilli pour l' office du Reform - Club.",NaN,agrémenté,de condiments mushroom,NaN,acl,obl:agent,,28,30,,3686,3688,,3633,3635,[],"[29, 30, 32]",agrémenter,26,_,_,144,45,145,[],[],[],[],[],[],[],False,False,False
"Son déjeuner se composait d' un hors-d'œuvre, d' un poisson bouilli relevé d' une« reading sauce» de premier choix, d' un roastbeef écarlate agrémenté de condiments« mushroom», d' un gâteau farci de tiges de rhubarbe et de groseilles vertes, d' un morceau de chester,- le tout arrosé de quelques tasses de cet excellent thé, spécialement recueilli pour l' office du Reform - Club.",NaN,farci,de tiges de rhubarbe et de groseilles vertes d'un morceau de chester,NaN,acl,obl:agent,,38,40,,3696,3698,,3643,3645,[],"[39, 40, 41, 42, 43, 44, 45, 46, 48, 49, 50, 51, 52]",farcir,37,_,_,144,45,145,[],[],[],[],[],[],[],False,False,False
"Son déjeuner se composait d' un hors-d'œuvre, d' un poisson bouilli relevé d' une« reading sauce» de premier choix, d' un roastbeef écarlate agrémenté de condiments« mushroom», d' un gâteau farci de tiges de rhubarbe et de groseilles vertes, d' un morceau de chester,- le tout arrosé de quelques tasses de cet excellent thé, spécialement recueilli pour l' office du Reform - Club.",NaN,arrosé,de quelques tasses de cet excellent thé,NaN,acl,obl:agent,,57,60,,3715,3718,,3661,3664,[],"[58, 59, 60, 61, 62, 63, 64]",arroser,56,_,_,144,45,145,[],[],[],[],[],[],[],False,False,False
"Son déjeuner se composait d' un hors-d'œuvre, d' un poisson bouilli relevé d' une« reading sauce» de premier choix, d' un roastbeef écarlate agrémenté de condiments« mushroom», d' un gâteau farci de tiges de rhubarbe et de groseilles vertes, d' un morceau de chester,- le tout arrosé de quelques tasses de cet excellent thé, spécialement recueilli pour l' office du Reform - Club.",NaN,recueilli,pour l'office du Reform-Club,NaN,acl,obl:mod,,67,70,,3725,3728,,3671,3674,[],"[68, 69, 70, 71, 72, 73, 74]",recueillir,64,_,_,144,45,145,[],[],[],[],[],[],[],False,False,False
"À midi quarante - sept, ce gentleman se leva et se dirigea vers le grand salon, somptueuse pièce, ornée de peintures richement encadrées.",ce gentleman,leva,À midi quarante-sept,nsubj,root,obl:mod,8,10,2,3741,3743,3735,3685,3687,3680,"[7, 8]","[1, 2, 3, 4, 5]",lever,0,_,_,145,46,146,['0'],[],['0'],[],[],[],[],True,False,False
"À midi quarante - sept, ce gentleman se leva et se dirigea vers le grand salon, somptueuse pièce, ornée de peintures richement encadrées.",ce gentleman,leva,se,nsubj,root,expl:comp,8,10,9,3741,3743,3742,3685,3687,3686,"[7, 8]",[9],lever,0,_,_,145,46,146,['0'],[],['0'],[],[],[],[],True,False,False
"À midi quarante - sept, ce gentleman se leva et se dirigea vers le grand salon, somptueuse pièce, ornée de peintures richement encadrées.",ce gentleman,dirigea,se,nsubj,conj,expl:comp,8,13,12,3741,3746,3745,3685,3690,3689,"[7, 8]",[12],diriger,10,_,_,145,46,146,['0'],[],['0'],[],[],[],[],True,False,False
"À midi quarante - sept, ce gentleman se leva et se dirigea vers le grand salon, somptueuse pièce, ornée de peintures richement encadrées.",ce gentleman,dirigea,vers le grand salon somptueuse pièce,nsubj,conj,obl:arg,8,13,17,3741,3746,3750,3685,3690,3694,"[7, 8]","[14, 15, 16, 17, 19, 20]",diriger,10,_,_,145,46,146,['0'],[],['0'],[],"['le grand salon', 'somptueuse pièce']","['le grand salon', 'somptueuse pièce']",['FAC'],True,True,True
"À midi quarante - sept, ce gentleman se leva et se dirigea vers le grand salon, somptueuse pièce, ornée de peintures richement encadrées.",NaN,ornée,de peintures,NaN,acl,obl:arg,,22,24,,3755,3757,,3699,3701,[],"[23, 24]",orner,20,_,_,145,46,146,[],[],[],[],[],[],[],False,False,False
"À midi quarante - sept, ce gentleman se leva et se dirigea vers le grand salon, somptueuse pièce, ornée de peintures richement encadrées.",NaN,encadrées,NaN,NaN,acl,NaN,,26,,,3759,,,3703,,[],[],encadrer,24,_,_,145,46,146,[],[],[],[],[],[],[],False,False,False
"Là, un domestique lui remit le Times non coupé, dont Phileas Fogg opéra le laborieux dépliage avec une sûreté de main qui dénotait une grande habitude de cette difficile opération.",un domestique,remit,lui,nsubj,root,iobj,4,6,5,3764,3766,3765,3708,3710,3709,"[3, 4]",[5],remettre,0,_,_,146,46,147,['1'],['0'],"['1', '0']",[],[],[],[],True,False,False
"Là, un domestique lui remit le Times non coupé, dont Phileas Fogg opéra le laborieux dépliage avec une sûreté de main qui dénotait une grande habitude de cette difficile opération.",un domestique,remit,le Times,nsubj,root,obj,4,6,8,3764,3766,3768,3708,3710,3712,"[3, 4]","[7, 8]",remettre,0,_,_,146,46,147,['1'],[],['1'],[],[],[],[],True,False,False
"Là, un domestique lui remit le Times non coupé, dont Phileas Fogg opéra le laborieux dépliage avec une sûreté de main qui dénotait une grande habitude de cette difficile opération.",NaN,coupé,NaN,NaN,acl,NaN,,10,,,3770,,,3714,,[],[],couper,8,_,_,146,46,147,[],[],[],[],[],[],[],False,False,False
"Là, un domestique lui remit le Times non coupé, dont Phileas Fogg opéra le laborieux dépliage avec une sûreté de main qui dénotait une grande habitude de cette difficile opération.",Phileas Fogg,opéra,dont,nsubj,acl:relcl,iobj,13,15,12,3773,3775,3772,3717,3719,3716,"[13, 14]",[12],opérer,8,_,_,146,46,147,['0'],[],['0'],[],[],[],[],True,False,False
"Là, un domestique lui remit le Times non coupé, dont Phileas Fogg opéra le laborieux dépliage avec une sûreté de main qui dénotait une grande habitude de cette difficile opération.",Phileas Fogg,opéra,le laborieux dépliage,nsubj,acl:relcl,obj,13,15,18,3773,3775,3778,3717,3719,3722,"[13, 14]","[16, 17, 18]",opérer,8,_,_,146,46,147,['0'],[],['0'],[],[],[],[],True,False,False
"Là, un domestique lui remit le Times non coupé, dont Phileas Fogg opéra le laborieux dépliage avec une sûreté de main qui dénotait une grande habitude de cette difficile opération.",Phileas Fogg,opéra,avec une sûreté de main,nsubj,acl:relcl,obl:mod,13,15,21,3773,3775,3781,3717,3719,3725,"[13, 14]","[19, 20, 21, 22, 23]",opérer,8,_,_,146,46,147,['0'],[],['0'],[],[],[],[],True,False,False
"Là, un domestique lui remit le Times non coupé, dont Phileas Fogg opéra le laborieux dépliage avec une sûreté de main qui dénotait une grande habitude de cette difficile opération.",qui,dénotait,une grande habitude de cette difficile opération,nsubj,acl:relcl,obj,24,25,28,3784,3785,3788,3728,3729,3732,[24],"[26, 27, 28, 29, 30, 31, 32]",dénoter,21,_,_,146,46,147,[],[],[],[],[],[],[],False,False,False
"La lecture de ce journal occupa Phileas Fogg jusqu' à trois heures quarante - cinq, et celle du Standard - qui lui succéda- dura jusqu' au dîner.",La lecture de ce journal,occupa,Phileas Fogg,nsubj,root,obj,2,6,7,3795,3799,3800,3739,3743,3744,"[1, 2, 3, 4, 5]","[7, 8]",occuper,0,_,_,147,46,148,[],['0'],['0'],[],[],[],[],True,False,False
"La lecture de ce journal occupa Phileas Fogg jusqu' à trois heures quarante - cinq, et celle du Standard - qui lui succéda- dura jusqu' au dîner.",La lecture de ce journal,occupa,jusqu'à trois heures quarante-cinq,nsubj,root,obl:mod,2,6,12,3795,3799,3805,3739,3743,3749,"[1, 2, 3, 4, 5]","[9, 10, 11, 12, 13, 14, 15]",occuper,0,_,_,147,46,148,[],[],[],[],[],[],[],False,False,False
"La lecture de ce journal occupa Phileas Fogg jusqu' à trois heures quarante - cinq, et celle du Standard - qui lui succéda- dura jusqu' au dîner.",Standard-qui,succéda,lui,nsubj,acl:relcl,iobj,22,24,23,3815,3817,3816,3757,3759,3758,[22],[23],succéder,18,_,_,147,46,148,[],[],[],[],[],[],[],False,False,False
"La lecture de ce journal occupa Phileas Fogg jusqu' à trois heures quarante - cinq, et celle du Standard - qui lui succéda- dura jusqu' au dîner.",celle du Standard-qui,dura,jusqu'au dîner,nsubj,conj,obl:mod,18,26,29,3811,3819,3822,3754,3760,3763,"[18, 19, 20, 21]","[27, 28, 29]",durer,6,_,_,147,46,148,[],[],[],['du standard'],[],['du standard'],['FAC'],False,True,False
