Phrase,Sujet,Verbe,Objet,Dep_sujet,Dep_verbe,Dep_objet,ID_sujet,ID_verbe,ID_objet,DocID_sujet,DocID_verbe,DocID_objet,IDs_sujet,IDs_objet,Lemme_verbe,Head_verbe,Annotation_verbe_col8,Annotation_verbe_col9,Num_phrase,Num_paragr,Sentence_index,personnages_sujet,personnages_objet,personnages_triptyque,lieux_sujet,lieux_objet,lieux_triptyque,types_lieux_triptyque,a_personnage_triptyque,a_lieu_triptyque,a_personnage_et_lieu_triptyque,chapter
"Il suivit l' homme-affiche, et, à sa suite, il rentra bientôt dans la ville japonaise.",il,rentra,à sa suite,nsubj,conj,obl:mod,12.0,13,10.0,50543.0,50544,50541.0,[12],"[8, 9, 10]",rentrer,2,_,_,2615,1205,2616,['0'],['25'],"['0', '25']",[],[],[],[],True,False,False,
"Il suivit l' homme-affiche, et, à sa suite, il rentra bientôt dans la ville japonaise.",il,rentra,dans la ville japonaise,nsubj,conj,obl:arg,12.0,13,17.0,50543.0,50544,50548.0,[12],"[15, 16, 17, 18]",rentrer,2,_,_,2615,1205,2616,['0'],[],['0'],[],[],[],[],True,False,False,
"Un quart d' heure plus tard, il s' arrêtait devant une vaste case, que couronnaient plusieurs faisceaux de banderoles, et dont les parois extérieures représentaient, sans perspective, mais en couleurs violentes, toute une bande de jongleurs.",il,arrêtait,s',nsubj,root,expl:comp,8.0,10,9.0,50558.0,50560,50559.0,[8],[9],arrêter,0,_,_,2616,1205,2617,['0'],[],['0'],[],[],[],[],True,False,False,
"Un quart d' heure plus tard, il s' arrêtait devant une vaste case, que couronnaient plusieurs faisceaux de banderoles, et dont les parois extérieures représentaient, sans perspective, mais en couleurs violentes, toute une bande de jongleurs.",il,arrêtait,devant une vaste case,nsubj,root,obl:arg,8.0,10,14.0,50558.0,50560,50564.0,[8],"[11, 12, 13, 14]",arrêter,0,_,_,2616,1205,2617,['0'],[],['0'],[],['une vaste case'],['une vaste case'],['FAC'],True,True,True,
"Un quart d' heure plus tard, il s' arrêtait devant une vaste case, que couronnaient plusieurs faisceaux de banderoles, et dont les parois extérieures représentaient, sans perspective, mais en couleurs violentes, toute une bande de jongleurs.",plusieurs faisceaux de banderoles,couronnaient,que,nsubj,acl:relcl,obj,19.0,17,16.0,50569.0,50567,50566.0,"[18, 19, 20, 21]",[16],couronner,14,_,_,2616,1205,2617,[],[],[],[],['que'],['que'],['FAC'],False,True,False,
"Un quart d' heure plus tard, il s' arrêtait devant une vaste case, que couronnaient plusieurs faisceaux de banderoles, et dont les parois extérieures représentaient, sans perspective, mais en couleurs violentes, toute une bande de jongleurs.",dont les parois extérieures,représentaient,sans perspective,nsubj,acl:relcl,obl:mod,26.0,28,31.0,50576.0,50578,50581.0,"[24, 25, 26, 27]","[30, 31]",représenter,19,_,_,2616,1205,2617,[],[],[],[],[],[],[],False,False,False,
"Un quart d' heure plus tard, il s' arrêtait devant une vaste case, que couronnaient plusieurs faisceaux de banderoles, et dont les parois extérieures représentaient, sans perspective, mais en couleurs violentes, toute une bande de jongleurs.",dont les parois extérieures,représentaient,toute une bande de jongleurs,nsubj,acl:relcl,obj,26.0,28,40.0,50576.0,50578,50590.0,"[24, 25, 26, 27]","[38, 39, 40, 41, 42]",représenter,19,_,_,2616,1205,2617,[],[],[],[],[],[],[],False,False,False,
"C' était l' établissement de l' honorable Batulcar, sorte de Barnum américain, directeur d' une troupe de saltimbanques, jongleurs, clowns, acrobates, équilibristes, gymnastes, qui, suivant l' affiche, donnait ses dernières représentations avant de quitter l' empire du Soleil pour les États de l' Union.",,suivant,l'affiche,,advmod,obj,,34,36.0,,50627,50629.0,[],"[35, 36]",suivre,38,_,_,2617,1206,2618,[],[],[],[],[],[],[],False,False,False,
"C' était l' établissement de l' honorable Batulcar, sorte de Barnum américain, directeur d' une troupe de saltimbanques, jongleurs, clowns, acrobates, équilibristes, gymnastes, qui, suivant l' affiche, donnait ses dernières représentations avant de quitter l' empire du Soleil pour les États de l' Union.",qui,donnait,ses dernières représentations,nsubj,acl:relcl,obj,32.0,38,41.0,50625.0,50631,50634.0,[32],"[39, 40, 41]",donner,4,_,_,2617,1206,2618,['25'],['25'],['25'],[],[],[],[],True,False,False,
"C' était l' établissement de l' honorable Batulcar, sorte de Barnum américain, directeur d' une troupe de saltimbanques, jongleurs, clowns, acrobates, équilibristes, gymnastes, qui, suivant l' affiche, donnait ses dernières représentations avant de quitter l' empire du Soleil pour les États de l' Union.",qui,quitter,l'empire du Soleil,nsubj,advcl,obj,32.0,44,46.0,50625.0,50637,50639.0,[32],"[45, 46, 47, 48]",quitter,38,Dpt au sens large,VERB,2617,1206,2618,['25'],[],['25'],[],"[""l' empire du soleil""]","[""l' empire du soleil""]",['LOC'],True,True,True,
"C' était l' établissement de l' honorable Batulcar, sorte de Barnum américain, directeur d' une troupe de saltimbanques, jongleurs, clowns, acrobates, équilibristes, gymnastes, qui, suivant l' affiche, donnait ses dernières représentations avant de quitter l' empire du Soleil pour les États de l' Union.",qui,quitter,pour les États de l'Union,nsubj,advcl,obl:mod,32.0,44,51.0,50625.0,50637,50644.0,[32],"[49, 50, 51, 52, 53, 54]",quitter,38,Dpt au sens large,VERB,2617,1206,2618,['25'],[],['25'],[],"[""les états de l' union""]","[""les états de l' union""]",['LOC'],True,True,True,
"Passepartout entra sous un péristyle qui précédait la case, et demanda Mr. Batulcar.",Passepartout,entra,sous un péristyle,nsubj,root,obl:arg,1.0,2,5.0,50649.0,50650,50653.0,[1],"[3, 4, 5]",entrer,0,_,_,2618,1207,2619,['0'],[],['0'],[],['un péristyle'],['un péristyle'],['FAC'],True,True,True,
"Passepartout entra sous un péristyle qui précédait la case, et demanda Mr. Batulcar.",qui,précédait,la case,nsubj,acl:relcl,obj,6.0,7,9.0,50654.0,50655,50657.0,[6],"[8, 9]",précéder,5,_,_,2618,1207,2619,[],[],[],['qui'],[],['qui'],['FAC'],False,True,False,
"Passepartout entra sous un péristyle qui précédait la case, et demanda Mr. Batulcar.",Passepartout,demanda,Mr. Batulcar,nsubj,conj,obj,1.0,12,13.0,50649.0,50660,50661.0,[1],"[13, 14]",demander,2,_,_,2618,1207,2619,['0'],['25'],"['0', '25']",[],[],[],[],True,False,False,
Mr. Batulcar apparut en personne.,Mr. Batulcar,apparut,en personne,nsubj,root,obl:mod,1.0,3,5.0,50664.0,50666,50668.0,"[1, 2]","[4, 5]",apparaître,0,_,_,2619,1207,2620,['25'],[],['25'],[],[],[],[],True,False,False,
"«Que voulez -vous? dit -il à Passepartout, qu' il prit d' abord pour un indigène.",-vous,voulez,Que,nsubj,root,obj,4.0,3,2.0,50673.0,50672,50671.0,[4],[2],vouloir,0,_,_,2620,1208,2621,['0'],[],['0'],[],[],[],[],True,False,False,
"«Que voulez -vous? dit -il à Passepartout, qu' il prit d' abord pour un indigène.",-il,dit,à Passepartout,nsubj,root,obl:arg,7.0,6,9.0,50676.0,50675,50678.0,[7],"[8, 9]",dire,0,_,_,2620,1208,2621,['25'],['0'],"['25', '0']",[],[],[],[],True,False,False,
"«Que voulez -vous? dit -il à Passepartout, qu' il prit d' abord pour un indigène.",il,prit,qu',nsubj,acl:relcl,obj,12.0,13,11.0,50681.0,50682,50680.0,[12],[11],prendre,9,_,_,2620,1208,2621,['25'],['0'],"['25', '0']",[],[],[],[],True,False,False,
- Avez -vous besoin d' un domestique? demanda Passepartout.,-vous,Avez,besoin,nsubj,root,obj,3.0,2,4.0,50691.0,50690,50692.0,[3],[4],avoir,0,_,_,2621,1209,2622,['0'],[],['0'],[],[],[],[],True,False,False,
- Avez -vous besoin d' un domestique? demanda Passepartout.,-vous,Avez,d'un domestique,nsubj,root,obl:arg,3.0,2,7.0,50691.0,50690,50695.0,[3],"[5, 6, 7]",avoir,0,_,_,2621,1209,2622,['0'],[],['0'],[],[],[],[],True,False,False,
- Avez -vous besoin d' un domestique? demanda Passepartout.,,demanda,,,det,,,9,,,50697,,[],[],demander,10,_,_,2621,1209,2622,[],[],[],[],[],[],[],False,False,False,
"- Un domestique, s' écria le Barnum en caressant l' épaisse barbiche grise qui foisonnait sous son menton, j' en ai deux, obéissants, fidèles, qui ne m' ont jamais quitté, et qui me servent pour rien, à condition que je les nourrisse… Et les voilà, ajouta -t -il en montrant ses deux bras robustes, sillonnés de veines grosses comme des cordes de contrebasse.",le Barnum,écria,Un domestique,nsubj,root,obl:mod,8.0,6,3.0,50707.0,50705,50702.0,"[7, 8]","[2, 3]",écrier,0,_,_,2622,1210,2623,['25'],[],['25'],[],[],[],[],True,False,False,
"- Un domestique, s' écria le Barnum en caressant l' épaisse barbiche grise qui foisonnait sous son menton, j' en ai deux, obéissants, fidèles, qui ne m' ont jamais quitté, et qui me servent pour rien, à condition que je les nourrisse… Et les voilà, ajouta -t -il en montrant ses deux bras robustes, sillonnés de veines grosses comme des cordes de contrebasse.",le Barnum,écria,s',nsubj,root,expl:comp,8.0,6,5.0,50707.0,50705,50704.0,"[7, 8]",[5],écrier,0,_,_,2622,1210,2623,['25'],[],['25'],[],[],[],[],True,False,False,
"- Un domestique, s' écria le Barnum en caressant l' épaisse barbiche grise qui foisonnait sous son menton, j' en ai deux, obéissants, fidèles, qui ne m' ont jamais quitté, et qui me servent pour rien, à condition que je les nourrisse… Et les voilà, ajouta -t -il en montrant ses deux bras robustes, sillonnés de veines grosses comme des cordes de contrebasse.",le Barnum,caressant,l'épaisse barbiche grise,nsubj,advcl,obj,8.0,10,13.0,50707.0,50709,50712.0,"[7, 8]","[11, 12, 13, 14]",caresser,6,_,_,2622,1210,2623,['25'],[],['25'],[],[],[],[],True,False,False,
"- Un domestique, s' écria le Barnum en caressant l' épaisse barbiche grise qui foisonnait sous son menton, j' en ai deux, obéissants, fidèles, qui ne m' ont jamais quitté, et qui me servent pour rien, à condition que je les nourrisse… Et les voilà, ajouta -t -il en montrant ses deux bras robustes, sillonnés de veines grosses comme des cordes de contrebasse.",qui,foisonnait,sous son menton,nsubj,acl:relcl,obl:mod,15.0,16,19.0,50714.0,50715,50718.0,[15],"[17, 18, 19]",foisonner,13,_,_,2622,1210,2623,[],['25'],['25'],[],[],[],[],True,False,False,
"- Un domestique, s' écria le Barnum en caressant l' épaisse barbiche grise qui foisonnait sous son menton, j' en ai deux, obéissants, fidèles, qui ne m' ont jamais quitté, et qui me servent pour rien, à condition que je les nourrisse… Et les voilà, ajouta -t -il en montrant ses deux bras robustes, sillonnés de veines grosses comme des cordes de contrebasse.",j',ai,deux obéissants fidèles,nsubj,parataxis,obj,21.0,23,24.0,50720.0,50722,50723.0,[21],"[24, 26, 28]",avoir,6,_,_,2622,1210,2623,['25'],[],['25'],[],[],[],[],True,False,False,
"- Un domestique, s' écria le Barnum en caressant l' épaisse barbiche grise qui foisonnait sous son menton, j' en ai deux, obéissants, fidèles, qui ne m' ont jamais quitté, et qui me servent pour rien, à condition que je les nourrisse… Et les voilà, ajouta -t -il en montrant ses deux bras robustes, sillonnés de veines grosses comme des cordes de contrebasse.",qui,quitté,m',nsubj,acl:relcl,iobj,30.0,35,32.0,50729.0,50734,50731.0,[30],[32],quitter,24,_,_,2622,1210,2623,['89'],['25'],"['89', '25']",[],[],[],[],True,False,False,
"- Un domestique, s' écria le Barnum en caressant l' épaisse barbiche grise qui foisonnait sous son menton, j' en ai deux, obéissants, fidèles, qui ne m' ont jamais quitté, et qui me servent pour rien, à condition que je les nourrisse… Et les voilà, ajouta -t -il en montrant ses deux bras robustes, sillonnés de veines grosses comme des cordes de contrebasse.",qui,servent,me,nsubj,conj,iobj,38.0,40,39.0,50737.0,50739,50738.0,[38],[39],servir,24,_,_,2622,1210,2623,['89'],['25'],"['89', '25']",[],[],[],[],True,False,False,
"- Un domestique, s' écria le Barnum en caressant l' épaisse barbiche grise qui foisonnait sous son menton, j' en ai deux, obéissants, fidèles, qui ne m' ont jamais quitté, et qui me servent pour rien, à condition que je les nourrisse… Et les voilà, ajouta -t -il en montrant ses deux bras robustes, sillonnés de veines grosses comme des cordes de contrebasse.",qui,servent,pour rien,nsubj,conj,obl:mod,38.0,40,42.0,50737.0,50739,50741.0,[38],"[41, 42]",servir,24,_,_,2622,1210,2623,['89'],[],['89'],[],[],[],[],True,False,False,
"- Un domestique, s' écria le Barnum en caressant l' épaisse barbiche grise qui foisonnait sous son menton, j' en ai deux, obéissants, fidèles, qui ne m' ont jamais quitté, et qui me servent pour rien, à condition que je les nourrisse… Et les voilà, ajouta -t -il en montrant ses deux bras robustes, sillonnés de veines grosses comme des cordes de contrebasse.",qui,servent,à condition,nsubj,conj,obl:mod,38.0,40,45.0,50737.0,50739,50744.0,[38],"[44, 45]",servir,24,_,_,2622,1210,2623,['89'],[],['89'],[],[],[],[],True,False,False,
"- Un domestique, s' écria le Barnum en caressant l' épaisse barbiche grise qui foisonnait sous son menton, j' en ai deux, obéissants, fidèles, qui ne m' ont jamais quitté, et qui me servent pour rien, à condition que je les nourrisse… Et les voilà, ajouta -t -il en montrant ses deux bras robustes, sillonnés de veines grosses comme des cordes de contrebasse.",je,nourrisse,les,nsubj,acl,obj,47.0,49,48.0,50746.0,50748,50747.0,[47],[48],nourrir,45,_,_,2622,1210,2623,['25'],['89'],"['25', '89']",[],[],[],[],True,False,False,
"- Un domestique, s' écria le Barnum en caressant l' épaisse barbiche grise qui foisonnait sous son menton, j' en ai deux, obéissants, fidèles, qui ne m' ont jamais quitté, et qui me servent pour rien, à condition que je les nourrisse… Et les voilà, ajouta -t -il en montrant ses deux bras robustes, sillonnés de veines grosses comme des cordes de contrebasse.",,voilà,les,,root,obj,,53,52.0,,50752,50751.0,[],[52],voilà,0,_,_,2622,1210,2623,[],['89'],['89'],[],[],[],[],True,False,False,
"- Un domestique, s' écria le Barnum en caressant l' épaisse barbiche grise qui foisonnait sous son menton, j' en ai deux, obéissants, fidèles, qui ne m' ont jamais quitté, et qui me servent pour rien, à condition que je les nourrisse… Et les voilà, ajouta -t -il en montrant ses deux bras robustes, sillonnés de veines grosses comme des cordes de contrebasse.",-t,ajouta,,nsubj,parataxis,,56.0,55,,50755.0,50754,,[56],[],ajouter,53,_,_,2622,1210,2623,[],[],[],[],[],[],[],False,False,False,
"- Un domestique, s' écria le Barnum en caressant l' épaisse barbiche grise qui foisonnait sous son menton, j' en ai deux, obéissants, fidèles, qui ne m' ont jamais quitté, et qui me servent pour rien, à condition que je les nourrisse… Et les voilà, ajouta -t -il en montrant ses deux bras robustes, sillonnés de veines grosses comme des cordes de contrebasse.",-t,montrant,ses deux bras robustes,nsubj,advcl,obj,56.0,59,62.0,50755.0,50758,50761.0,[56],"[60, 61, 62, 63]",montrer,55,_,_,2622,1210,2623,[],['25'],['25'],[],[],[],[],True,False,False,
"- Un domestique, s' écria le Barnum en caressant l' épaisse barbiche grise qui foisonnait sous son menton, j' en ai deux, obéissants, fidèles, qui ne m' ont jamais quitté, et qui me servent pour rien, à condition que je les nourrisse… Et les voilà, ajouta -t -il en montrant ses deux bras robustes, sillonnés de veines grosses comme des cordes de contrebasse.",,sillonnés,de veines grosses comme des cordes de contrebasse,,acl,obl:agent,,65,67.0,,50764,50766.0,[],"[66, 67, 68, 69, 70, 71, 72, 73]",sillonner,62,_,_,2622,1210,2623,[],[],[],[],[],[],[],False,False,False,
"- Ainsi, je ne puis vous être bon à rien?",je,puis,vous,nsubj,root,iobj,4.0,6,7.0,50777.0,50779,50780.0,[4],[7],pouvoir,0,_,_,2623,1211,2624,['25'],['0'],"['25', '0']",[],[],[],[],True,False,False,
"- Ainsi, je ne puis vous être bon à rien?",je,puis,à rien,nsubj,root,obl:arg,4.0,6,11.0,50777.0,50779,50784.0,[4],"[10, 11]",pouvoir,0,_,_,2623,1211,2624,['25'],[],['25'],[],[],[],[],True,False,False,
- Diable! ça m' aurait pourtant fort convenu de partir avec vous.,ça,convenu,m',nsubj,root,iobj,4.0,9,5.0,50793.0,50798,50794.0,[4],[5],convenir,0,_,_,2625,1213,2626,[],['0'],['0'],[],[],[],[],True,False,False,
- Diable! ça m' aurait pourtant fort convenu de partir avec vous.,ça,partir,avec vous,nsubj,xcomp,obl:arg,4.0,11,13.0,50793.0,50800,50802.0,[4],"[12, 13]",partir,9,_,_,2625,1213,2626,[],['25'],['25'],[],[],[],[],True,False,False,
"- Ah çà! dit l' honorable Batulcar, vous êtes Japonais comme je suis un singe!",Ah çà,dit,,nsubj,advcl,,3.0,5,,50806.0,50808,,"[2, 3]",[],dire,12,_,_,2626,1214,2627,[],[],[],[],[],[],[],False,False,False,
Pourquoi donc êtes -vous habillé de la sorte?,,habillé,de la sorte,,root,obl:mod,,5,8.0,,50826,50829.0,[],"[6, 7, 8]",habiller,0,_,_,2627,1214,2628,[],[],[],[],[],[],[],False,False,False,
- On s' habille comme on peut!,On,habille,s',nsubj,root,expl:comp,2.0,4,3.0,50832.0,50834,50833.0,[2],[3],habiller,0,_,_,2628,1215,2629,[],[],[],[],[],[],[],False,False,False,
- On s' habille comme on peut!,on,peut,,nsubj,advcl,,6.0,7,,50836.0,50837,,[6],[],pouvoir,4,_,_,2628,1215,2629,[],[],[],[],[],[],[],False,False,False,
"- Alors, vous devez savoir faire des grimaces?",vous,devez,,nsubj,root,,4.0,5,,50862.0,50863,,[4],[],devoir,0,_,_,2632,1218,2633,['0'],[],['0'],[],[],[],[],True,False,False,
"- Alors, vous devez savoir faire des grimaces?",vous,savoir,,nsubj,xcomp,,4.0,6,,50862.0,50864,,[4],[],savoir,5,_,_,2632,1218,2633,['0'],[],['0'],[],[],[],[],True,False,False,
"- Alors, vous devez savoir faire des grimaces?",,faire,des grimaces,,xcomp,obj,,7,9.0,,50865,50867.0,[],"[8, 9]",faire,6,_,_,2632,1218,2633,[],[],[],[],[],[],[],False,False,False,
"- Ma foi, répondit Passepartout, vexé de voir sa nationalité provoquer cette demande, nous autres Français, nous savons faire des grimaces, c' est vrai, mais pas mieux que les Américains!",,répondit,,,root,,,5,,,50873,,[],[],répondre,0,_,_,2633,1219,2634,[],[],[],[],[],[],[],False,False,False,
"- Ma foi, répondit Passepartout, vexé de voir sa nationalité provoquer cette demande, nous autres Français, nous savons faire des grimaces, c' est vrai, mais pas mieux que les Américains!",nous,vexé,,nsubj,advcl,,21.0,8,,50889.0,50876,,[21],[],vexer,22,_,_,2633,1219,2634,['429'],[],['429'],[],[],[],[],True,False,False,
"- Ma foi, répondit Passepartout, vexé de voir sa nationalité provoquer cette demande, nous autres Français, nous savons faire des grimaces, c' est vrai, mais pas mieux que les Américains!",,voir,sa nationalité,,xcomp,obj,,10,12.0,,50878,50880.0,[],"[11, 12]",voir,8,_,_,2633,1219,2634,[],['0'],['0'],[],[],[],[],True,False,False,
"- Ma foi, répondit Passepartout, vexé de voir sa nationalité provoquer cette demande, nous autres Français, nous savons faire des grimaces, c' est vrai, mais pas mieux que les Américains!",,provoquer,cette demande,,xcomp,obj,,13,15.0,,50881,50883.0,[],"[14, 15]",provoquer,10,_,_,2633,1219,2634,[],[],[],[],[],[],[],False,False,False,
"- Ma foi, répondit Passepartout, vexé de voir sa nationalité provoquer cette demande, nous autres Français, nous savons faire des grimaces, c' est vrai, mais pas mieux que les Américains!",nous,savons,nous autres Français,nsubj,advcl,obl:mod,21.0,22,19.0,50889.0,50890,50887.0,[21],"[17, 18, 19]",savoir,5,_,_,2633,1219,2634,['429'],[],['429'],[],[],[],[],True,False,False,
"- Ma foi, répondit Passepartout, vexé de voir sa nationalité provoquer cette demande, nous autres Français, nous savons faire des grimaces, c' est vrai, mais pas mieux que les Américains!",nous,faire,des grimaces,nsubj,xcomp,obj,21.0,23,25.0,50889.0,50891,50893.0,[21],"[24, 25]",faire,22,_,_,2633,1219,2634,['429'],[],['429'],[],[],[],[],True,False,False,
"- Ma foi, répondit Passepartout, vexé de voir sa nationalité provoquer cette demande, nous autres Français, nous savons faire des grimaces, c' est vrai, mais pas mieux que les Américains!",,est,,,fixed,,,28,,,50896,,[],[],être,27,_,_,2633,1219,2634,[],[],[],[],[],[],[],False,False,False,
"Eh bien, si je ne vous prends pas comme domestique, je peux vous prendre comme clown.",je,prends,vous,nsubj,advcl,obj,5.0,8,7.0,50913.0,50916,50915.0,[5],[7],prendre,14,_,_,2635,1220,2636,['25'],['0'],"['25', '0']",[],[],[],[],True,False,False,
"Eh bien, si je ne vous prends pas comme domestique, je peux vous prendre comme clown.",je,peux,,nsubj,ccomp,,13.0,14,,50921.0,50922,,[13],[],pouvoir,1,_,_,2635,1220,2636,['25'],[],['25'],[],[],[],[],True,False,False,
"Eh bien, si je ne vous prends pas comme domestique, je peux vous prendre comme clown.",je,prendre,vous,nsubj,xcomp,obj,13.0,16,15.0,50921.0,50924,50923.0,[13],[15],prendre,14,_,_,2635,1220,2636,['25'],['0'],"['25', '0']",[],[],[],[],True,False,False,
"Vous comprenez, mon brave.",Vous,comprenez,,nsubj,root,,1.0,2,,50928.0,50929,,[1],[],comprendre,0,_,_,2636,1220,2637,['0'],[],['0'],[],[],[],[],True,False,False,
"En France, on exhibe des farceurs étrangers, et à l' étranger, des farceurs français!",on,exhibe,En France,nsubj,root,obl:mod,4.0,5,2.0,50937.0,50938,50935.0,[4],"[1, 2]",exhiber,0,_,_,2637,1220,2638,[],[],[],[],[],[],[],False,False,False,
"En France, on exhibe des farceurs étrangers, et à l' étranger, des farceurs français!",on,exhibe,des farceurs étrangers et à l'étranger des farceurs français,nsubj,root,obj,4.0,5,7.0,50937.0,50938,50940.0,[4],"[6, 7, 8, 10, 11, 12, 13, 15, 16, 17]",exhiber,0,_,_,2637,1220,2638,[],[],[],[],[],[],[],False,False,False,
- Surtout quand je sors de table.,je,sors,de table,nsubj,root,obl:arg,4.0,5,7.0,50966.0,50967,50969.0,[4],"[6, 7]",sortir,0,_,_,2640,1223,2641,['0'],[],['0'],[],[],[],[],True,False,False,
- Et vous savez chanter?,vous,savez,,nsubj,root,,3.0,4,,50973.0,50974,,[3],[],savoir,0,_,_,2641,1224,2642,['0'],[],['0'],[],[],[],[],True,False,False,
- Et vous savez chanter?,vous,chanter,,nsubj,xcomp,,3.0,5,,50973.0,50975,,[3],[],chanter,4,_,_,2641,1224,2642,['0'],[],['0'],[],[],[],[],True,False,False,
"- Oui, répondit Passepartout, qui avait autrefois fait sa partie dans quelques concerts de rue.",Passepartout,répondit,,nsubj,parataxis,,5.0,4,,50981.0,50980,,[5],[],répondre,2,_,_,2642,1225,2643,['0'],[],['0'],[],[],[],[],True,False,False,
"- Oui, répondit Passepartout, qui avait autrefois fait sa partie dans quelques concerts de rue.",qui,fait,sa partie,nsubj,acl:relcl,obj,7.0,10,12.0,50983.0,50986,50988.0,[7],"[11, 12]",faire,5,_,_,2642,1225,2643,['0'],['0'],['0'],[],[],[],[],True,False,False,
"- Oui, répondit Passepartout, qui avait autrefois fait sa partie dans quelques concerts de rue.",qui,fait,dans quelques concerts de rue,nsubj,acl:relcl,obl:mod,7.0,10,15.0,50983.0,50986,50991.0,[7],"[13, 14, 15, 16, 17]",faire,5,_,_,2642,1225,2643,['0'],[],['0'],[],[],[],[],True,False,False,
"- Mais savez -vous chanter la tête en bas, avec une toupie tournante sur la plante du pied gauche, et un sabre en équilibre sur la plante du pied droit?",-vous,savez,,nsubj,root,,4.0,3,,50998.0,50997,,[4],[],savoir,0,_,_,2643,1226,2644,['0'],[],['0'],[],[],[],[],True,False,False,
"- Mais savez -vous chanter la tête en bas, avec une toupie tournante sur la plante du pied gauche, et un sabre en équilibre sur la plante du pied droit?",-vous,chanter,la tête en bas,nsubj,xcomp,obj,4.0,5,7.0,50998.0,50999,51001.0,[4],"[6, 7, 8, 9]",chanter,3,_,_,2643,1226,2644,['0'],[],['0'],[],[],[],[],True,False,False,
"- Mais savez -vous chanter la tête en bas, avec une toupie tournante sur la plante du pied gauche, et un sabre en équilibre sur la plante du pied droit?",-vous,chanter,avec une toupie tournante sur la plante du pied gauche et un sabre en équilibre sur la plante du pied droit,nsubj,xcomp,obl:mod,4.0,5,13.0,50998.0,50999,51007.0,[4],"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",chanter,3,_,_,2643,1226,2644,['0'],[],['0'],[],[],[],[],True,False,False,
"- Parbleu! répondit Passepartout, qui se rappelait les premiers exercices de son jeune âge.",Passepartout,répondit,,nsubj,root,,5.0,4,,51032.0,51031,,[5],[],répondre,0,_,_,2644,1227,2645,['0'],[],['0'],[],[],[],[],True,False,False,
"- Parbleu! répondit Passepartout, qui se rappelait les premiers exercices de son jeune âge.",qui,rappelait,se,nsubj,acl:relcl,expl:comp,7.0,9,8.0,51034.0,51036,51035.0,[7],[8],rappeler,5,_,_,2644,1227,2645,['0'],[],['0'],[],[],[],[],True,False,False,
"- Parbleu! répondit Passepartout, qui se rappelait les premiers exercices de son jeune âge.",qui,rappelait,les premiers exercices de son jeune âge,nsubj,acl:relcl,obj,7.0,9,12.0,51034.0,51036,51039.0,[7],"[10, 11, 12, 13, 14, 15, 16]",rappeler,5,_,_,2644,1227,2645,['0'],['0'],['0'],[],[],[],[],True,False,False,
"- C' est que, voyez -vous, tout est là!",C',est,,nsubj,root,,2.0,3,,51046.0,51047,,[2],[],être,0,_,_,2645,1228,2646,[],[],[],[],[],[],[],False,False,False,
"- C' est que, voyez -vous, tout est là!",tout,voyez,,nsubj,advcl,,9.0,6,,51053.0,51050,,[9],[],voir,10,_,_,2645,1228,2646,[],[],[],[],[],[],[],False,False,False,
"- C' est que, voyez -vous, tout est là!",tout,est,là,nsubj,ccomp,obl:arg,9.0,10,11.0,51053.0,51054,51055.0,[9],[11],être,3,_,_,2645,1228,2646,[],[],[],[],[],[],[],False,False,False,
» répondit l' honorable Batulcar.,l'honorable Batulcar,répondit,,nsubj,root,,5.0,2,,51061.0,51058,,"[3, 4, 5]",[],répondre,0,_,_,2646,1228,2647,['25'],[],['25'],[],[],[],[],True,False,False,
L' engagement fut conclu hic et nunc.,L'engagement,conclu,hic et nunc,nsubj:pass,root,obj,2.0,4,5.0,51064.0,51066,51067.0,"[1, 2]","[5, 6, 7]",conclure,0,_,_,2647,1229,2648,[],[],[],[],[],[],[],False,False,False,
"Enfin, Passepartout avait trouvé une position.",Passepartout,trouvé,une position,nsubj,root,obj,3.0,5,7.0,51073.0,51075,51077.0,[3],"[6, 7]",trouver,0,_,_,2648,1230,2649,['0'],[],['0'],[],[],[],[],True,False,False,
Il était engagé pour tout faire dans la célèbre troupe japonaise.,Il,engagé,dans la célèbre troupe japonaise,nsubj:pass,root,obl:mod,1.0,3,10.0,51079.0,51081,51088.0,[1],"[7, 8, 9, 10, 11]",engager,0,_,_,2649,1230,2650,['0'],['49'],"['0', '49']",[],[],[],[],True,False,False,
Il était engagé pour tout faire dans la célèbre troupe japonaise.,Il,faire,tout,nsubj:pass,advcl,obj,1.0,6,5.0,51079.0,51084,51083.0,[1],[5],faire,3,_,_,2649,1230,2650,['0'],[],['0'],[],[],[],[],True,False,False,
"La représentation, annoncée à grand fracas par l' honorable Batulcar, devait commencer à trois heures, et bientôt les formidables instruments d' un orchestre japonais, tambours et tam - tams, tonnaient à la porte.",,annoncée,à grand fracas,,acl,obl:mod,,4,7.0,,51111,51114.0,[],"[5, 6, 7]",annoncer,2,_,_,2651,1231,2652,[],[],[],[],[],[],[],False,False,False,
"La représentation, annoncée à grand fracas par l' honorable Batulcar, devait commencer à trois heures, et bientôt les formidables instruments d' un orchestre japonais, tambours et tam - tams, tonnaient à la porte.",,annoncée,par l'honorable Batulcar,,acl,obl:agent,,4,11.0,,51111,51118.0,[],"[8, 9, 10, 11]",annoncer,2,_,_,2651,1231,2652,[],['25'],['25'],[],[],[],[],True,False,False,
