Phrase,Sujet,Verbe,Objet,Dep_sujet,Dep_verbe,Dep_objet,ID_sujet,ID_verbe,ID_objet,IDs_sujet,IDs_objet,Lemme_verbe,Head_verbe,Annotation_verbe_col8,Annotation_verbe_col9,Num_phrase,Num_paragr,Sentence_index,personnages_sujet,personnages_objet,personnages_triptyque,lieux_sujet,lieux_objet,lieux_triptyque,types_lieux_triptyque,a_personnage_triptyque,a_lieu_triptyque,a_personnage_et_lieu_triptyque,chapter
"À onze heures, le Rangoon, ayant son plein de charbon, larguait ses amarres, et, quelques heures plus tard, les passagers perdaient de vue ces hautes montagnes de Malacca, dont les forêts abritent les plus beaux tigres de la terre.",dont les forêts,abritent,les plus beaux tigres de la terre,nsubj,acl:relcl,obj,38.0,39,43.0,"[36, 37, 38]","[40, 41, 42, 43, 44, 45, 46]",abriter,32,_,_,1730,825,1730,[],[],[],"['dont', 'les forêts']",[],"['dont', 'les forêts']",['LOC'],False,True,False,17
"Treize cents milles environ séparent Singapore de l’ île de Hong - Kong, petit territoire anglais détaché de la côte chinoise.",Treize cents milles environ,séparent,Singapore,nsubj,root,obj,3.0,5,6.0,"[1, 2, 3, 4]",[6],séparer,0,_,_,1731,826,1731,[],[],[],[],[],[],[],False,False,False,17
"Treize cents milles environ séparent Singapore de l’ île de Hong - Kong, petit territoire anglais détaché de la côte chinoise.",Treize cents milles environ,séparent,de l’île de Hong-Kong petit territoire anglais,nsubj,root,obl:arg,3.0,5,9.0,"[1, 2, 3, 4]","[7, 8, 9, 10, 11, 12, 13, 15, 16, 17]",séparer,0,_,_,1731,826,1731,[],[],[],[],[],[],[],False,False,False,17
"Treize cents milles environ séparent Singapore de l’ île de Hong - Kong, petit territoire anglais détaché de la côte chinoise.",,détaché,de la côte chinoise,,acl,obl:arg,,18,21.0,[],"[19, 20, 21, 22]",détacher,16,_,_,1731,826,1731,[],[],[],[],['la côte chinoise'],['la côte chinoise'],['LOC'],False,True,False,17
"Phileas Fogg avait intérêt à les franchir en six jours au plus, afin de prendre à Hong - Kong le bateau qui devait partir le 6 novembre pour Yokohama, l’ un des principaux ports du Japon.",Phileas Fogg,avait,intérêt,nsubj,root,obj,1.0,3,4.0,"[1, 2]",[4],avoir,0,_,_,1732,826,1732,['3'],[],['3'],[],[],[],[],True,False,False,17
"Phileas Fogg avait intérêt à les franchir en six jours au plus, afin de prendre à Hong - Kong le bateau qui devait partir le 6 novembre pour Yokohama, l’ un des principaux ports du Japon.",Phileas Fogg,franchir,les,nsubj,xcomp,obj,1.0,7,6.0,"[1, 2]",[6],franchir,3,Dpt au sens large,VERB,1732,826,1732,['3'],[],['3'],[],[],[],[],True,False,False,17
"Phileas Fogg avait intérêt à les franchir en six jours au plus, afin de prendre à Hong - Kong le bateau qui devait partir le 6 novembre pour Yokohama, l’ un des principaux ports du Japon.",Phileas Fogg,franchir,en six jours,nsubj,xcomp,obl:mod,1.0,7,10.0,"[1, 2]","[8, 9, 10]",franchir,3,Dpt au sens large,VERB,1732,826,1732,['3'],[],['3'],[],[],[],[],True,False,False,17
"Phileas Fogg avait intérêt à les franchir en six jours au plus, afin de prendre à Hong - Kong le bateau qui devait partir le 6 novembre pour Yokohama, l’ un des principaux ports du Japon.",,prendre,à Hong-Kong,,obl:arg,obl:arg,,16,18.0,[],"[17, 18]",prendre,14,_,_,1732,826,1732,[],[],[],[],[],[],[],False,False,False,17
"Phileas Fogg avait intérêt à les franchir en six jours au plus, afin de prendre à Hong - Kong le bateau qui devait partir le 6 novembre pour Yokohama, l’ un des principaux ports du Japon.",,prendre,Hong-Kong,,obl:arg,obj,,16,19.0,[],[19],prendre,14,_,_,1732,826,1732,[],[],[],[],[],[],[],False,False,False,17
"Phileas Fogg avait intérêt à les franchir en six jours au plus, afin de prendre à Hong - Kong le bateau qui devait partir le 6 novembre pour Yokohama, l’ un des principaux ports du Japon.",,prendre,le bateau,,obl:arg,obj,,16,22.0,[],"[21, 22]",prendre,14,_,_,1732,826,1732,[],[],[],[],[],[],[],False,False,False,17
"Phileas Fogg avait intérêt à les franchir en six jours au plus, afin de prendre à Hong - Kong le bateau qui devait partir le 6 novembre pour Yokohama, l’ un des principaux ports du Japon.",qui,devait,,nsubj,acl:relcl,,23.0,24,,[23],[],devoir,22,_,_,1732,826,1732,[],[],[],[],[],[],[],False,False,False,17
"Phileas Fogg avait intérêt à les franchir en six jours au plus, afin de prendre à Hong - Kong le bateau qui devait partir le 6 novembre pour Yokohama, l’ un des principaux ports du Japon.",qui,partir,le 6 novembre,nsubj,xcomp,obl:mod,23.0,25,27.0,[23],"[26, 27, 28]",partir,24,_,_,1732,826,1732,[],[],[],[],[],[],[],False,False,False,17
"Phileas Fogg avait intérêt à les franchir en six jours au plus, afin de prendre à Hong - Kong le bateau qui devait partir le 6 novembre pour Yokohama, l’ un des principaux ports du Japon.",qui,partir,pour Yokohama l’un des principaux ports du Japon,nsubj,xcomp,obl:arg,23.0,25,30.0,[23],"[29, 30, 32, 33, 34, 35, 36, 37, 38]",partir,24,_,_,1732,826,1732,[],[],[],[],['des principaux ports du japon'],['des principaux ports du japon'],['LOC'],False,True,False,17
"De nombreux passagers s’ étaient embarqués à Singapore, des Indous, des Ceylandais, des Chinois, des Malais, des Portugais, qui, pour la plupart, occupaient les secondes places.",De nombreux passagers,embarqués,s’,nsubj,root,expl:comp,3.0,6,4.0,"[1, 2, 3]",[4],embarquer,0,_,_,1734,827,1734,['411'],[],['411'],[],[],[],[],True,False,False,17
"De nombreux passagers s’ étaient embarqués à Singapore, des Indous, des Ceylandais, des Chinois, des Malais, des Portugais, qui, pour la plupart, occupaient les secondes places.",De nombreux passagers,embarqués,à Singapore des Indous des Ceylandais des Chinois des Malais des Portugais,nsubj,root,obl:arg,3.0,6,8.0,"[1, 2, 3]","[7, 8, 10, 11, 13, 14, 16, 17, 19, 20, 22, 23]",embarquer,0,_,_,1734,827,1734,['411'],"['413', '414', '415', '416', '175']","['411', '413', '414', '415', '416', '175']",[],[],[],[],True,False,False,17
"De nombreux passagers s’ étaient embarqués à Singapore, des Indous, des Ceylandais, des Chinois, des Malais, des Portugais, qui, pour la plupart, occupaient les secondes places.",qui,occupaient,pour la plupart,nsubj,acl:relcl,obl:mod,25.0,31,29.0,[25],"[27, 28, 29]",occuper,8,_,_,1734,827,1734,['175'],[],['175'],[],[],[],[],True,False,False,17
"De nombreux passagers s’ étaient embarqués à Singapore, des Indous, des Ceylandais, des Chinois, des Malais, des Portugais, qui, pour la plupart, occupaient les secondes places.",qui,occupaient,les secondes places,nsubj,acl:relcl,obj,25.0,31,34.0,[25],"[32, 33, 34]",occuper,8,_,_,1734,827,1734,['175'],[],['175'],[],[],[],[],True,False,False,17
"Le temps, assez beau jusqu’ alors, changea avec le dernier quartier de la lune.",Le temps assez beau jusqu’alors,changea,avec le dernier quartier de la lune,nsubj,root,obl:mod,2.0,9,13.0,"[1, 2, 4, 5, 6, 7]","[10, 11, 12, 13, 14, 15, 16]",changer,0,_,_,1735,828,1735,[],[],[],[],[],[],[],False,False,False,17
Il y eut grosse mer.,,eut,y,,root,expl:comp,,3,2.0,[],[2],avoir,0,_,_,1736,828,1736,[],[],[],[],[],[],[],False,False,False,17
Il y eut grosse mer.,,eut,grosse mer,,root,obj,,3,5.0,[],"[4, 5]",avoir,0,_,_,1736,828,1736,[],[],[],[],[],[],[],False,False,False,17
"Le vent souffla quelquefois en grande brise, mais très heureusement de la partie du sud-est, ce qui favorisait la marche du steamer.",Le vent,souffla,en grande brise,nsubj,root,obl:mod,2.0,3,7.0,"[1, 2]","[5, 6, 7]",souffler,0,_,_,1737,828,1737,[],[],[],[],[],[],[],False,False,False,17
"Le vent souffla quelquefois en grande brise, mais très heureusement de la partie du sud-est, ce qui favorisait la marche du steamer.",Le vent,souffla,de la partie du sud-est ce,nsubj,root,obl:arg,2.0,3,14.0,"[1, 2]","[12, 13, 14, 15, 16, 18]",souffler,0,_,_,1737,828,1737,[],[],[],[],['du sud-est'],['du sud-est'],['LOC'],False,True,False,17
"Le vent souffla quelquefois en grande brise, mais très heureusement de la partie du sud-est, ce qui favorisait la marche du steamer.",qui,favorisait,la marche du steamer,nsubj,acl:relcl,obj,19.0,20,22.0,[19],"[21, 22, 23, 24]",favoriser,18,_,_,1737,828,1737,[],[],[],[],[],[],[],False,False,False,17
"Quand il était maniable, le capitaine faisait établir la voilure.",,établir,la voilure,,root,obj,,9,11.0,[],"[10, 11]",établir,0,_,_,1738,828,1738,[],[],[],[],[],[],[],False,False,False,17
"Le Rangoon, gréé en brick, navigua souvent avec ses deux huniers et sa misaine, et sa rapidité s’ accrut sous la double action de la vapeur et du vent.",,gréé,en brick,,acl,obl:mod,,4,6.0,[],"[5, 6]",gréer,2,_,_,1739,828,1739,[],[],[],[],[],[],[],False,False,False,17
"Le Rangoon, gréé en brick, navigua souvent avec ses deux huniers et sa misaine, et sa rapidité s’ accrut sous la double action de la vapeur et du vent.",Le Rangoon,navigua,avec ses deux huniers et sa misaine,nsubj,root,obl:mod,2.0,8,13.0,"[1, 2]","[10, 11, 12, 13, 14, 15, 16]",naviguer,0,_,_,1739,828,1739,['16'],['16'],['16'],[],[],[],[],True,False,False,17
"Le Rangoon, gréé en brick, navigua souvent avec ses deux huniers et sa misaine, et sa rapidité s’ accrut sous la double action de la vapeur et du vent.",sa rapidité,accrut,sous la double action de la vapeur et du vent,nsubj,conj,obl:mod,20.0,22,26.0,"[19, 20]","[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",accroître,8,_,_,1739,828,1739,['16'],[],['16'],[],[],[],[],True,False,False,17
"C’ est ainsi que l’ on prolongea, sur une lame courte et parfois très fatigante, les côtes d’ Annam et de Cochinchine.",l’,prolongea,sur une lame courte et parfois très fatigante,nsubj,dep,obl:mod,5.0,7,11.0,[5],"[9, 10, 11, 12, 13, 14, 15, 16]",prolonger,3,_,_,1740,828,1740,[],[],[],[],[],[],[],False,False,False,17
"C’ est ainsi que l’ on prolongea, sur une lame courte et parfois très fatigante, les côtes d’ Annam et de Cochinchine.",l’,prolongea,les côtes d’Annam et de Cochinchine,nsubj,dep,obj,5.0,7,19.0,[5],"[18, 19, 20, 21, 22, 23, 24]",prolonger,3,_,_,1740,828,1740,[],[],[],[],['les côtes d’ annam et de cochinchine'],['les côtes d’ annam et de cochinchine'],['LOC'],False,True,False,17
"Mais la faute en était plutôt au Rangoon qu’ à la mer, et c’ est à ce paquebot que les passagers, dont la plupart furent malades, durent s’ en prendre de cette fatigue.",la faute,était,en,nsubj,conj,expl:comp,3.0,5,4.0,"[2, 3]",[4],être,19,_,_,1741,829,1741,[],[],[],[],[],[],[],False,False,False,17
"Mais la faute en était plutôt au Rangoon qu’ à la mer, et c’ est à ce paquebot que les passagers, dont la plupart furent malades, durent s’ en prendre de cette fatigue.",les passagers,durent,,nsubj,dep,,22.0,30,,"[21, 22]",[],devoir,19,_,_,1741,829,1741,['62'],[],['62'],[],[],[],[],True,False,False,17
"Mais la faute en était plutôt au Rangoon qu’ à la mer, et c’ est à ce paquebot que les passagers, dont la plupart furent malades, durent s’ en prendre de cette fatigue.",les passagers,prendre,s’,nsubj,xcomp,expl:comp,22.0,33,31.0,"[21, 22]",[31],prendre,30,_,_,1741,829,1741,['62'],[],['62'],[],[],[],[],True,False,False,17
"Mais la faute en était plutôt au Rangoon qu’ à la mer, et c’ est à ce paquebot que les passagers, dont la plupart furent malades, durent s’ en prendre de cette fatigue.",les passagers,prendre,en,nsubj,xcomp,expl:comp,22.0,33,32.0,"[21, 22]",[32],prendre,30,_,_,1741,829,1741,['62'],[],['62'],[],[],[],[],True,False,False,17
"Mais la faute en était plutôt au Rangoon qu’ à la mer, et c’ est à ce paquebot que les passagers, dont la plupart furent malades, durent s’ en prendre de cette fatigue.",les passagers,prendre,de cette fatigue,nsubj,xcomp,obl:arg,22.0,33,36.0,"[21, 22]","[34, 35, 36]",prendre,30,_,_,1741,829,1741,['62'],[],['62'],[],[],[],[],True,False,False,17
"En effet, les navires de la Compagnie péninsulaire, qui font le service des mers de Chine, ont un sérieux défaut de construction.",qui,font,le service des mers de Chine,nsubj,acl:relcl,obj,11.0,12,14.0,[11],"[13, 14, 15, 16, 17, 18]",faire,5,_,_,1742,830,1742,[],[],[],[],[],[],[],False,False,False,17
"En effet, les navires de la Compagnie péninsulaire, qui font le service des mers de Chine, ont un sérieux défaut de construction.",les navires de la Compagnie péninsulaire,ont,En effet,nsubj,root,obl:mod,5.0,20,2.0,"[4, 5, 6, 7, 8, 9]","[1, 2]",avoir,0,_,_,1742,830,1742,[],[],[],[],[],[],[],False,False,False,17
"En effet, les navires de la Compagnie péninsulaire, qui font le service des mers de Chine, ont un sérieux défaut de construction.",les navires de la Compagnie péninsulaire,ont,un sérieux défaut de construction,nsubj,root,obj,5.0,20,23.0,"[4, 5, 6, 7, 8, 9]","[21, 22, 23, 24, 25]",avoir,0,_,_,1742,830,1742,[],[],[],[],[],[],[],False,False,False,17
"Le rapport de leur tirant d’ eau en charge avec leur creux a été mal calculé, et, par suite, ils n’ offrent qu’ une faible résistance à la mer.",Le rapport de leur tirant d’eau en charge avec leur creux,calculé,,nsubj:pass,root,,2.0,16,,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",[],calculer,0,_,_,1743,830,1743,[],[],[],[],[],[],[],False,False,False,17
"Le rapport de leur tirant d’ eau en charge avec leur creux a été mal calculé, et, par suite, ils n’ offrent qu’ une faible résistance à la mer.",ils,offrent,par suite,nsubj,conj,obl:mod,23.0,25,21.0,[23],"[20, 21]",offrir,16,_,_,1743,830,1743,[],[],[],[],[],[],[],False,False,False,17
"Le rapport de leur tirant d’ eau en charge avec leur creux a été mal calculé, et, par suite, ils n’ offrent qu’ une faible résistance à la mer.",ils,offrent,qu’une faible résistance à la mer,nsubj,conj,obj,23.0,25,29.0,[23],"[26, 27, 28, 29, 30, 31, 32]",offrir,16,_,_,1743,830,1743,[],[],[],[],['la mer'],['la mer'],['LOC'],False,True,False,17
"Ils sont«   noyés  », pour employer l’ expression maritime, et, en conséquence de cette disposition, il ne faut que quelques paquets de mer, jetés à bord, pour modifier leur allure.",,noyés,,,amod,,,5,,[],[],noyer,6,_,_,1745,830,1745,[],[],[],[],[],[],[],False,False,False,17
"Ils sont«   noyés  », pour employer l’ expression maritime, et, en conséquence de cette disposition, il ne faut que quelques paquets de mer, jetés à bord, pour modifier leur allure.",,employer,l’expression maritime,,advcl,obj,,10,12.0,[],"[11, 12, 13]",employer,6,_,_,1745,830,1745,[],[],[],[],[],[],[],False,False,False,17
"Ils sont«   noyés  », pour employer l’ expression maritime, et, en conséquence de cette disposition, il ne faut que quelques paquets de mer, jetés à bord, pour modifier leur allure.",,faut,en conséquence de cette disposition,,conj,obl:mod,,25,18.0,[],"[17, 18, 19, 20, 21]",falloir,10,_,_,1745,830,1745,[],[],[],[],[],[],[],False,False,False,17
"Ils sont«   noyés  », pour employer l’ expression maritime, et, en conséquence de cette disposition, il ne faut que quelques paquets de mer, jetés à bord, pour modifier leur allure.",,faut,que quelques paquets de mer,,conj,obj,,25,28.0,[],"[26, 27, 28, 29, 30]",falloir,10,_,_,1745,830,1745,[],[],[],[],[],[],[],False,False,False,17
"Ils sont«   noyés  », pour employer l’ expression maritime, et, en conséquence de cette disposition, il ne faut que quelques paquets de mer, jetés à bord, pour modifier leur allure.",,jetés,à bord,,acl,obl:mod,,32,34.0,[],"[33, 34]",jeter,28,_,_,1745,830,1745,[],[],[],[],[],[],[],False,False,False,17
"Ils sont«   noyés  », pour employer l’ expression maritime, et, en conséquence de cette disposition, il ne faut que quelques paquets de mer, jetés à bord, pour modifier leur allure.",,modifier,leur allure,,advcl,obj,,37,39.0,[],"[38, 39]",modifier,25,_,_,1745,830,1745,[],[],[],[],[],[],[],False,False,False,17
"Ces navires sont donc très inférieurs– sinon par le moteur et l’ appareil évaporatoire, du moins par la construction,–   aux types des Messageries françaises, tels que l’ Impératrice et le Cambodge. Tandis que, suivant les calculs des ingénieurs, ceux - ci peuvent embarquer un poids d’ eau égal à leur propre poids avant de sombrer, les bateaux de la Compagnie péninsulaire, le Golgonda, le Corea, et enfin le Rangoon, ne pourraient pas embarquer le sixième de leur poids sans couler par le fond.",ceux,peuvent,suivant les calculs des ingénieurs,nsubj,advcl,obl:mod,48.0,51,44.0,[48],"[42, 43, 44, 45, 46]",pouvoir,6,_,_,1746,830,1746,['418'],[],['418'],[],[],[],[],True,False,False,17
"Ces navires sont donc très inférieurs– sinon par le moteur et l’ appareil évaporatoire, du moins par la construction,–   aux types des Messageries françaises, tels que l’ Impératrice et le Cambodge. Tandis que, suivant les calculs des ingénieurs, ceux - ci peuvent embarquer un poids d’ eau égal à leur propre poids avant de sombrer, les bateaux de la Compagnie péninsulaire, le Golgonda, le Corea, et enfin le Rangoon, ne pourraient pas embarquer le sixième de leur poids sans couler par le fond.",ceux,embarquer,un poids d’eau égal à leur propre poids,nsubj,xcomp,obj,48.0,52,54.0,[48],"[53, 54, 55, 56, 57, 58, 59, 60, 61]",embarquer,51,Dpt au sens large,VERB,1746,830,1746,['418'],[],['418'],[],[],[],[],True,False,False,17
"Ces navires sont donc très inférieurs– sinon par le moteur et l’ appareil évaporatoire, du moins par la construction,–   aux types des Messageries françaises, tels que l’ Impératrice et le Cambodge. Tandis que, suivant les calculs des ingénieurs, ceux - ci peuvent embarquer un poids d’ eau égal à leur propre poids avant de sombrer, les bateaux de la Compagnie péninsulaire, le Golgonda, le Corea, et enfin le Rangoon, ne pourraient pas embarquer le sixième de leur poids sans couler par le fond.",,sombrer,,,advcl,,,64,,[],[],sombrer,52,Dpt au sens large,VERB,1746,830,1746,[],[],[],[],[],[],[],False,False,False,17
"Ces navires sont donc très inférieurs– sinon par le moteur et l’ appareil évaporatoire, du moins par la construction,–   aux types des Messageries françaises, tels que l’ Impératrice et le Cambodge. Tandis que, suivant les calculs des ingénieurs, ceux - ci peuvent embarquer un poids d’ eau égal à leur propre poids avant de sombrer, les bateaux de la Compagnie péninsulaire, le Golgonda, le Corea, et enfin le Rangoon, ne pourraient pas embarquer le sixième de leur poids sans couler par le fond.",les bateaux de la Compagnie péninsulaire le Golgonda le Corea et enfin le Rangoon,pourraient,inférieurs–sinon par le moteur et l’appareil évaporatoire du moins par la construction,nsubj,root,obl:mod,67.0,85,11.0,"[66, 67, 68, 69, 70, 71, 73, 74, 76, 77, 79, 80, 81, 82]","[8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21]",pouvoir,0,_,_,1746,830,1746,['16'],[],['16'],[],[],[],[],True,False,False,17
"Ces navires sont donc très inférieurs– sinon par le moteur et l’ appareil évaporatoire, du moins par la construction,–   aux types des Messageries françaises, tels que l’ Impératrice et le Cambodge. Tandis que, suivant les calculs des ingénieurs, ceux - ci peuvent embarquer un poids d’ eau égal à leur propre poids avant de sombrer, les bateaux de la Compagnie péninsulaire, le Golgonda, le Corea, et enfin le Rangoon, ne pourraient pas embarquer le sixième de leur poids sans couler par le fond.",les bateaux de la Compagnie péninsulaire le Golgonda le Corea et enfin le Rangoon,embarquer,le sixième de leur poids,nsubj,xcomp,obj,67.0,87,89.0,"[66, 67, 68, 69, 70, 71, 73, 74, 76, 77, 79, 80, 81, 82]","[88, 89, 90, 91, 92]",embarquer,85,Dpt au sens large,VERB,1746,830,1746,['16'],[],['16'],[],[],[],[],True,False,False,17
"Ces navires sont donc très inférieurs– sinon par le moteur et l’ appareil évaporatoire, du moins par la construction,–   aux types des Messageries françaises, tels que l’ Impératrice et le Cambodge. Tandis que, suivant les calculs des ingénieurs, ceux - ci peuvent embarquer un poids d’ eau égal à leur propre poids avant de sombrer, les bateaux de la Compagnie péninsulaire, le Golgonda, le Corea, et enfin le Rangoon, ne pourraient pas embarquer le sixième de leur poids sans couler par le fond.",,couler,par le fond,,advcl,obl:mod,,94,97.0,[],"[95, 96, 97]",couler,87,_,_,1746,830,1746,[],[],[],[],[],[],[],False,False,False,17
"Donc, par le mauvais temps, il convenait de prendre de grandes précautions.",,convenait,par le mauvais temps,,root,obl:mod,,9,6.0,[],"[3, 4, 5, 6]",convenir,0,_,_,1747,831,1747,[],[],[],[],[],[],[],False,False,False,17
"Donc, par le mauvais temps, il convenait de prendre de grandes précautions.",,prendre,de grandes précautions,,dep,obj,,11,14.0,[],"[12, 13, 14]",prendre,9,_,_,1747,831,1747,[],[],[],[],[],[],[],False,False,False,17
Il fallait quelquefois mettre à la cape sous petite vapeur.,,fallait,,,root,,,2,,[],[],falloir,0,_,_,1748,831,1748,[],[],[],[],[],[],[],False,False,False,17
Il fallait quelquefois mettre à la cape sous petite vapeur.,,mettre,à la cape,,xcomp,obl:arg,,4,7.0,[],"[5, 6, 7]",mettre,2,_,_,1748,831,1748,[],[],[],[],[],[],[],False,False,False,17
Il fallait quelquefois mettre à la cape sous petite vapeur.,,mettre,sous petite vapeur,,xcomp,obl:mod,,4,10.0,[],"[8, 9, 10]",mettre,2,_,_,1748,831,1748,[],[],[],[],[],[],[],False,False,False,17
"C’ était une perte de temps qui ne paraissait affecter Phileas Fogg en aucune façon, mais dont Passepartout se montrait extrêmement irrité.",qui,paraissait,,nsubj,acl:relcl,,7.0,9,,[7],[],paraître,4,_,_,1749,831,1749,[],[],[],[],[],[],[],False,False,False,17
"C’ était une perte de temps qui ne paraissait affecter Phileas Fogg en aucune façon, mais dont Passepartout se montrait extrêmement irrité.",qui,affecter,Phileas Fogg,nsubj,xcomp,obj,7.0,10,11.0,[7],"[11, 12]",affecter,9,_,_,1749,831,1749,[],['3'],['3'],[],[],[],[],True,False,False,17
"C’ était une perte de temps qui ne paraissait affecter Phileas Fogg en aucune façon, mais dont Passepartout se montrait extrêmement irrité.",qui,affecter,en aucune façon,nsubj,xcomp,obl:mod,7.0,10,15.0,[7],"[13, 14, 15]",affecter,9,_,_,1749,831,1749,[],[],[],[],[],[],[],False,False,False,17
"C’ était une perte de temps qui ne paraissait affecter Phileas Fogg en aucune façon, mais dont Passepartout se montrait extrêmement irrité.",Passepartout,montrait,dont,nsubj,conj,iobj,19.0,21,18.0,[19],[18],montrer,9,_,_,1749,831,1749,['0'],[],['0'],[],[],[],[],True,False,False,17
"C’ était une perte de temps qui ne paraissait affecter Phileas Fogg en aucune façon, mais dont Passepartout se montrait extrêmement irrité.",Passepartout,montrait,se,nsubj,conj,expl:comp,19.0,21,20.0,[19],[20],montrer,9,_,_,1749,831,1749,['0'],[],['0'],[],[],[],[],True,False,False,17
"C’ était une perte de temps qui ne paraissait affecter Phileas Fogg en aucune façon, mais dont Passepartout se montrait extrêmement irrité.",Passepartout,irrité,,nsubj,xcomp,,19.0,23,,[19],[],irriter,21,_,_,1749,831,1749,['0'],[],['0'],[],[],[],[],True,False,False,17
"Il accusait alors le capitaine, le mécanicien, la Compagnie, et envoyait au diable tous ceux qui se mêlent de transporter des voyageurs.",Il,accusait,le capitaine le mécanicien la Compagnie,nsubj,root,obj,1.0,2,5.0,[1],"[4, 5, 7, 8, 10, 11]",accuser,0,_,_,1750,831,1750,['0'],"['114', '419', '176']","['0', '114', '419', '176']",[],[],[],[],True,False,False,17
"Il accusait alors le capitaine, le mécanicien, la Compagnie, et envoyait au diable tous ceux qui se mêlent de transporter des voyageurs.",Il,envoyait,au diable,nsubj,conj,obl:arg,1.0,14,16.0,[1],"[15, 16]",envoyer,2,_,_,1750,831,1750,['0'],[],['0'],[],[],[],[],True,False,False,17
"Il accusait alors le capitaine, le mécanicien, la Compagnie, et envoyait au diable tous ceux qui se mêlent de transporter des voyageurs.",Il,envoyait,tous ceux,nsubj,conj,obj,1.0,14,18.0,[1],"[17, 18]",envoyer,2,_,_,1750,831,1750,['0'],[],['0'],[],[],[],[],True,False,False,17
"Il accusait alors le capitaine, le mécanicien, la Compagnie, et envoyait au diable tous ceux qui se mêlent de transporter des voyageurs.",qui,mêlent,se,nsubj,acl:relcl,expl:comp,19.0,21,20.0,[19],[20],mêler,18,_,_,1750,831,1750,[],[],[],[],[],[],[],False,False,False,17
"Il accusait alors le capitaine, le mécanicien, la Compagnie, et envoyait au diable tous ceux qui se mêlent de transporter des voyageurs.",qui,transporter,des voyageurs,nsubj,xcomp,obj,19.0,23,25.0,[19],"[24, 25]",transporter,21,_,_,1750,831,1750,[],[],[],[],[],[],[],False,False,False,17
Peut - être aussi la pensée de ce bec de gaz qui continuait de brûler à son compte dans la maison de Saville - row entrait -elle pour beaucoup dans son impatience.,qui,continuait,,nsubj,acl:relcl,,12.0,13,,[12],[],continuer,9,_,_,1751,831,1751,[],[],[],[],[],[],[],False,False,False,17
Peut - être aussi la pensée de ce bec de gaz qui continuait de brûler à son compte dans la maison de Saville - row entrait -elle pour beaucoup dans son impatience.,qui,brûler,à son compte,nsubj,xcomp,obl:mod,12.0,15,18.0,[12],"[16, 17, 18]",brûler,13,Dpt au sens large,VERB,1751,831,1751,[],['16'],['16'],[],[],[],[],True,False,False,17
Peut - être aussi la pensée de ce bec de gaz qui continuait de brûler à son compte dans la maison de Saville - row entrait -elle pour beaucoup dans son impatience.,qui,brûler,dans la maison de Saville-row,nsubj,xcomp,obl:mod,12.0,15,21.0,[12],"[19, 20, 21, 22, 23, 24, 25]",brûler,13,Dpt au sens large,VERB,1751,831,1751,[],[],[],[],['la maison de saville - row'],['la maison de saville - row'],['FAC'],False,True,False,17
Peut - être aussi la pensée de ce bec de gaz qui continuait de brûler à son compte dans la maison de Saville - row entrait -elle pour beaucoup dans son impatience.,-elle,entrait,pour beaucoup,nsubj,acl:relcl,obl:mod,27.0,26,29.0,[27],"[28, 29]",entrer,6,_,_,1751,831,1751,[],[],[],[],[],[],[],False,False,False,17
Peut - être aussi la pensée de ce bec de gaz qui continuait de brûler à son compte dans la maison de Saville - row entrait -elle pour beaucoup dans son impatience.,-elle,entrait,dans son impatience,nsubj,acl:relcl,obl:arg,27.0,26,32.0,[27],"[30, 31, 32]",entrer,6,_,_,1751,831,1751,[],['16'],['16'],[],[],[],[],True,False,False,17
«  Mais vous êtes donc bien pressé d’ arriver à Hong - Kong  ? lui demanda un jour le détective.,vous,pressé,,nsubj,root,,4.0,8,,[4],[],presser,0,_,_,1752,832,1752,['16'],[],['16'],[],[],[],[],True,False,False,17
«  Mais vous êtes donc bien pressé d’ arriver à Hong - Kong  ? lui demanda un jour le détective.,vous,arriver,à Hong-Kong,nsubj,xcomp,obl:arg,4.0,10,12.0,[4],"[11, 12]",arriver,8,Dpt au sens large,VERB,1752,832,1752,['16'],[],['16'],[],[],[],[],True,False,False,17
«  Mais vous êtes donc bien pressé d’ arriver à Hong - Kong  ? lui demanda un jour le détective.,vous,arriver,Hong-Kong,nsubj,xcomp,obl:arg,4.0,10,13.0,[4],[13],arriver,8,Dpt au sens large,VERB,1752,832,1752,['16'],[],['16'],[],[],[],[],True,False,False,17
«  Mais vous êtes donc bien pressé d’ arriver à Hong - Kong  ? lui demanda un jour le détective.,vous,arriver,Hong-Kong,nsubj,xcomp,obl:arg,4.0,10,14.0,[4],[14],arriver,8,Dpt au sens large,VERB,1752,832,1752,['16'],[],['16'],[],[],[],[],True,False,False,17
«  Mais vous êtes donc bien pressé d’ arriver à Hong - Kong  ? lui demanda un jour le détective.,le détective,demanda,lui,nsubj,root,iobj,22.0,18,17.0,"[21, 22]",[17],demander,0,_,_,1752,832,1752,['0'],['16'],"['0', '16']",[],[],[],[],True,False,False,17
«  Mais vous êtes donc bien pressé d’ arriver à Hong - Kong  ? lui demanda un jour le détective.,le détective,demanda,un jour,nsubj,root,obl:mod,22.0,18,20.0,"[21, 22]","[19, 20]",demander,0,_,_,1752,832,1752,['0'],[],['0'],[],[],[],[],True,False,False,17
