,cle_triptyque,chapter,Num_paragr,Num_phrase,Phrase,Sujet,Verbe,Objet,time_texte_auto,time_code_auto,time_texte,time_code,time_source,time_ud_governor,temps_ref,temps_auto,statut_temps
545,3 || 47 || 149 || le gentleman || absorba || s',3,47,149,"À six heures moins vingt, le gentleman reparut dans le grand salon et s' absorba dans la lecture du Morning Chronicle.",le gentleman,absorba,s',à six heures moins vingt,1872-10-02-17,à six heures moins vingt,1872-10-02-05-40,ud_scope_anchor,reparut,1872-10-02-17,1872-10-02-05-40,temps_different
546,3 || 47 || 149 || le gentleman || absorba || dans la lecture du morning chronicle,3,47,149,"À six heures moins vingt, le gentleman reparut dans le grand salon et s' absorba dans la lecture du Morning Chronicle.",le gentleman,absorba,dans la lecture du Morning Chronicle,à six heures moins vingt,1872-10-02-17,à six heures moins vingt,1872-10-02-05-40,ud_scope_anchor,reparut,1872-10-02-17,1872-10-02-05-40,temps_different
547,3 || 48 || 150 || divers membres du reform-club || faisaient || leur entrée,3,48,150,"Une demi-heure plus tard, divers membres du Reform - Club faisaient leur entrée et s' approchaient de la cheminée, où brûlait un feu de houille.",divers membres du Reform-Club,faisaient,leur entrée,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
548,3 || 48 || 150 || divers membres du reform-club || approchaient || s',3,48,150,"Une demi-heure plus tard, divers membres du Reform - Club faisaient leur entrée et s' approchaient de la cheminée, où brûlait un feu de houille.",divers membres du Reform-Club,approchaient,s',une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
549,3 || 48 || 150 || divers membres du reform-club || approchaient || de la cheminée,3,48,150,"Une demi-heure plus tard, divers membres du Reform - Club faisaient leur entrée et s' approchaient de la cheminée, où brûlait un feu de houille.",divers membres du Reform-Club,approchaient,de la cheminée,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
550,3 || 48 || 150 || de la cheminée || brûlait || où,3,48,150,"Une demi-heure plus tard, divers membres du Reform - Club faisaient leur entrée et s' approchaient de la cheminée, où brûlait un feu de houille.",de la cheminée,brûlait,où,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
551,3 || 48 || 150 || de la cheminée || brûlait || un feu de houille,3,48,150,"Une demi-heure plus tard, divers membres du Reform - Club faisaient leur entrée et s' approchaient de la cheminée, où brûlait un feu de houille.",de la cheminée,brûlait,un feu de houille,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
552,3 || 48 || 151 || _ || considérés || _,3,48,151,"C' étaient les partenaires habituels de Mr. Phileas Fogg, comme lui enragés joueurs de whist: l' ingénieur Andrew Stuart, les banquiers John Sullivan et Samuel Fallentin, le brasseur Thomas Flanagan, Gauthier Ralph, un des administrateurs de la Banque d' Angleterre,- personnages riches et considérés, même dans ce club qui compte parmi ses membres les sommités de l' industrie et de la finance.",,considérés,,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
553,3 || 48 || 151 || qui || compte || parmi ses membres,3,48,151,"C' étaient les partenaires habituels de Mr. Phileas Fogg, comme lui enragés joueurs de whist: l' ingénieur Andrew Stuart, les banquiers John Sullivan et Samuel Fallentin, le brasseur Thomas Flanagan, Gauthier Ralph, un des administrateurs de la Banque d' Angleterre,- personnages riches et considérés, même dans ce club qui compte parmi ses membres les sommités de l' industrie et de la finance.",qui,compte,parmi ses membres,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
554,3 || 48 || 151 || qui || compte || les sommités de l'industrie et de la finance,3,48,151,"C' étaient les partenaires habituels de Mr. Phileas Fogg, comme lui enragés joueurs de whist: l' ingénieur Andrew Stuart, les banquiers John Sullivan et Samuel Fallentin, le brasseur Thomas Flanagan, Gauthier Ralph, un des administrateurs de la Banque d' Angleterre,- personnages riches et considérés, même dans ce club qui compte parmi ses membres les sommités de l' industrie et de la finance.",qui,compte,les sommités de l'industrie et de la finance,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
555,3 || 49 || 152 || thomas flanagan || demanda || ralph,3,49,152,"«Eh bien, Ralph, demanda Thomas Flanagan, où en est cette affaire de vol?",Thomas Flanagan,demanda,Ralph,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
556,3 || 49 || 152 || _ || est || en,3,49,152,"«Eh bien, Ralph, demanda Thomas Flanagan, où en est cette affaire de vol?",,est,en,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
557,3 || 49 || 152 || _ || est || cette affaire de vol,3,49,152,"«Eh bien, Ralph, demanda Thomas Flanagan, où en est cette affaire de vol?",,est,cette affaire de vol,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
558,3 || 50 || 153 || andrew stuart || répondit || _,3,50,153,"- Eh bien, répondit Andrew Stuart, la Banque en sera pour son argent.",Andrew Stuart,répondit,,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
559,3 || 50 || 153 || la banque || sera || en,3,50,153,"- Eh bien, répondit Andrew Stuart, la Banque en sera pour son argent.",la Banque,sera,en,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
560,3 || 50 || 153 || la banque || sera || pour son argent,3,50,153,"- Eh bien, répondit Andrew Stuart, la Banque en sera pour son argent.",la Banque,sera,pour son argent,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
561,3 || 51 || 154 || -j' || espère || au contraire,3,51,154,"-J' espère, au contraire, dit Gauthier Ralph, que nous mettrons la main sur l' auteur du vol.",-J',espère,au contraire,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
562,3 || 51 || 154 || gauthier ralph || dit || _,3,51,154,"-J' espère, au contraire, dit Gauthier Ralph, que nous mettrons la main sur l' auteur du vol.",Gauthier Ralph,dit,,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
563,3 || 51 || 154 || nous || mettrons || la main,3,51,154,"-J' espère, au contraire, dit Gauthier Ralph, que nous mettrons la main sur l' auteur du vol.",nous,mettrons,la main,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
564,3 || 51 || 154 || nous || mettrons || sur l'auteur du vol,3,51,154,"-J' espère, au contraire, dit Gauthier Ralph, que nous mettrons la main sur l' auteur du vol.",nous,mettrons,sur l'auteur du vol,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
565,3 || 51 || 155 || des inspecteurs de police gens fort habiles || envoyés || en amérique et en europe,3,51,155,"Des inspecteurs de police, gens fort habiles, ont été envoyés en Amérique et en Europe, dans tous les principaux ports d' embarquement et de débarquement, et il sera difficile à ce monsieur de leur échapper.",Des inspecteurs de police gens fort habiles,envoyés,en Amérique et en Europe,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
566,3 || 51 || 155 || des inspecteurs de police gens fort habiles || envoyés || dans tous les principaux ports d'embarquement et de débarquement,3,51,155,"Des inspecteurs de police, gens fort habiles, ont été envoyés en Amérique et en Europe, dans tous les principaux ports d' embarquement et de débarquement, et il sera difficile à ce monsieur de leur échapper.",Des inspecteurs de police gens fort habiles,envoyés,dans tous les principaux ports d'embarquement et de débarquement,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
567,3 || 51 || 155 || des inspecteurs de police gens fort habiles || envoyés || à ce monsieur,3,51,155,"Des inspecteurs de police, gens fort habiles, ont été envoyés en Amérique et en Europe, dans tous les principaux ports d' embarquement et de débarquement, et il sera difficile à ce monsieur de leur échapper.",Des inspecteurs de police gens fort habiles,envoyés,à ce monsieur,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
568,3 || 51 || 155 || _ || échapper || leur,3,51,155,"Des inspecteurs de police, gens fort habiles, ont été envoyés en Amérique et en Europe, dans tous les principaux ports d' embarquement et de débarquement, et il sera difficile à ce monsieur de leur échapper.",,échapper,leur,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
569,3 || 52 || 156 || on || a || le signalement du voleur,3,52,156,- Mais on a donc le signalement du voleur? demanda Andrew Stuart.,on,a,le signalement du voleur,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
570,3 || 52 || 156 || andrew stuart || demanda || _,3,52,156,- Mais on a donc le signalement du voleur? demanda Andrew Stuart.,Andrew Stuart,demanda,,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
571,3 || 53 || 157 || gauthier ralph || répondit || _,3,53,157,"- D' abord, ce n' est pas un voleur, répondit sérieusement Gauthier Ralph.",Gauthier Ralph,répondit,,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
572,3 || 54 || 158 || qui || soustrait || cinquante-cinq mille livres en bank-notes,3,54,158,"- Comment, ce n' est pas un voleur, cet individu qui a soustrait cinquante - cinq mille livres en bank - notes( 1 million 375 000 francs)?",qui,soustrait,cinquante-cinq mille livres en bank-notes,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
573,3 || 54 || 158 || qui || soustrait || bank-notes,3,54,158,"- Comment, ce n' est pas un voleur, cet individu qui a soustrait cinquante - cinq mille livres en bank - notes( 1 million 375 000 francs)?",qui,soustrait,bank-notes,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
574,3 || 54 || 158 || qui || soustrait || bank-notes,3,54,158,"- Comment, ce n' est pas un voleur, cet individu qui a soustrait cinquante - cinq mille livres en bank - notes( 1 million 375 000 francs)?",qui,soustrait,bank-notes,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
575,3 || 54 || 158 || qui || soustrait || bank-notes,3,54,158,"- Comment, ce n' est pas un voleur, cet individu qui a soustrait cinquante - cinq mille livres en bank - notes( 1 million 375 000 francs)?",qui,soustrait,bank-notes,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
576,3 || 54 || 158 || qui || soustrait || bank-notes,3,54,158,"- Comment, ce n' est pas un voleur, cet individu qui a soustrait cinquante - cinq mille livres en bank - notes( 1 million 375 000 francs)?",qui,soustrait,bank-notes,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
577,3 || 55 || 159 || gauthier ralph || répondit || _,3,55,159,"- Non, répondit Gauthier Ralph.",Gauthier Ralph,répondit,,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
578,3 || 56 || 160 || john sullivan || dit || _,3,56,160,- C' est donc un industriel? dit John Sullivan.,John Sullivan,dit,,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
579,3 || 57 || 161 || le morning chronicle || assure || _,3,57,161,- Le Morning Chronicle assure que c' est un gentleman.»,Le Morning Chronicle,assure,,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
580,3 || 58 || 162 || qui || fit || cette réponse,3,58,162,"Celui qui fit cette réponse n' était autre que Phileas Fogg, dont la tête émergeait alors du flot de papier amassé autour de lui.",qui,fit,cette réponse,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
581,3 || 58 || 162 || dont la tête || émergeait || du flot de papier autour de lui,3,58,162,"Celui qui fit cette réponse n' était autre que Phileas Fogg, dont la tête émergeait alors du flot de papier amassé autour de lui.",dont la tête,émergeait,du flot de papier autour de lui,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
582,3 || 58 || 162 || _ || amassé || _,3,58,162,"Celui qui fit cette réponse n' était autre que Phileas Fogg, dont la tête émergeait alors du flot de papier amassé autour de lui.",,amassé,,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
583,3 || 58 || 163 || phileas fogg || salua || en même temps,3,58,163,"En même temps, Phileas Fogg salua ses collègues, qui lui rendirent son salut.",Phileas Fogg,salua,En même temps,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
584,3 || 58 || 163 || phileas fogg || salua || ses collègues,3,58,163,"En même temps, Phileas Fogg salua ses collègues, qui lui rendirent son salut.",Phileas Fogg,salua,ses collègues,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
585,3 || 58 || 163 || qui || rendirent || lui,3,58,163,"En même temps, Phileas Fogg salua ses collègues, qui lui rendirent son salut.",qui,rendirent,lui,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
586,3 || 58 || 163 || qui || rendirent || son salut,3,58,163,"En même temps, Phileas Fogg salua ses collègues, qui lui rendirent son salut.",qui,rendirent,son salut,une demi-heure plus tard,1872-10-02-18,à six heures moins vingt,1872-10-02-05-40,precedent_context,reparut,1872-10-02-18,1872-10-02-05-40,temps_different
587,3 || 59 || 164 || les divers journaux du royaume-uni || discutaient || que,3,59,164,"Le fait dont il était question, que les divers journaux du Royaume - Uni discutaient avec ardeur, s' était accompli trois jours auparavant, le 29 septembre.",les divers journaux du Royaume-Uni,discutaient,que,trois jours auparavant,1872-09-29-00,trois jours auparavant,1872-09-29-06-10,ud_scope_anchor,accompli,1872-09-29-00,1872-09-29-06-10,temps_different
588,3 || 59 || 164 || les divers journaux du royaume-uni || discutaient || avec ardeur,3,59,164,"Le fait dont il était question, que les divers journaux du Royaume - Uni discutaient avec ardeur, s' était accompli trois jours auparavant, le 29 septembre.",les divers journaux du Royaume-Uni,discutaient,avec ardeur,trois jours auparavant,1872-09-29-00,trois jours auparavant,1872-09-29-06-10,ud_scope_anchor,accompli,1872-09-29-00,1872-09-29-06-10,temps_different
589,3 || 59 || 164 || le fait dont il était question || accompli || trois jours auparavant,3,59,164,"Le fait dont il était question, que les divers journaux du Royaume - Uni discutaient avec ardeur, s' était accompli trois jours auparavant, le 29 septembre.",Le fait dont il était question,accompli,trois jours auparavant,trois jours auparavant,1872-09-29-00,trois jours auparavant,1872-09-29-06-10,objet,accompli,1872-09-29-00,1872-09-29-06-10,temps_different
616,3 || 61 || 171 || il || trouvait || où,3,61,171,"Un des meilleurs observateurs des usages anglais raconte même ceci: Dans une des salles de la Banque où il se trouvait un jour, il eut la curiosité de voir de plus près un lingot d' or pesant sept à huit livres, qui se trouvait exposé sur la tablette du caissier; il prit ce lingot, l' examina, le passa à son voisin, celui-ci à un autre, si bien que le lingot, de main en main, s' en alla jusqu' au fond d' un corridor obscur, et ne revint qu' une demi-heure après reprendre sa place, sans que le caissier eût seulement levé la tête.",il,trouvait,où,le 29 septembre,1872-09-29-00,un jour,,ud_direct,trouvait,1872-09-29-00,,seulement_ref
617,3 || 61 || 171 || il || trouvait || se,3,61,171,"Un des meilleurs observateurs des usages anglais raconte même ceci: Dans une des salles de la Banque où il se trouvait un jour, il eut la curiosité de voir de plus près un lingot d' or pesant sept à huit livres, qui se trouvait exposé sur la tablette du caissier; il prit ce lingot, l' examina, le passa à son voisin, celui-ci à un autre, si bien que le lingot, de main en main, s' en alla jusqu' au fond d' un corridor obscur, et ne revint qu' une demi-heure après reprendre sa place, sans que le caissier eût seulement levé la tête.",il,trouvait,se,le 29 septembre,1872-09-29-00,un jour,,ud_direct,trouvait,1872-09-29-00,,seulement_ref
618,3 || 61 || 171 || il || trouvait || un jour,3,61,171,"Un des meilleurs observateurs des usages anglais raconte même ceci: Dans une des salles de la Banque où il se trouvait un jour, il eut la curiosité de voir de plus près un lingot d' or pesant sept à huit livres, qui se trouvait exposé sur la tablette du caissier; il prit ce lingot, l' examina, le passa à son voisin, celui-ci à un autre, si bien que le lingot, de main en main, s' en alla jusqu' au fond d' un corridor obscur, et ne revint qu' une demi-heure après reprendre sa place, sans que le caissier eût seulement levé la tête.",il,trouvait,un jour,le 29 septembre,1872-09-29-00,un jour,,objet,trouvait,1872-09-29-00,,seulement_ref
633,3 || 61 || 171 || il || revint || qu'une demi-heure,3,61,171,"Un des meilleurs observateurs des usages anglais raconte même ceci: Dans une des salles de la Banque où il se trouvait un jour, il eut la curiosité de voir de plus près un lingot d' or pesant sept à huit livres, qui se trouvait exposé sur la tablette du caissier; il prit ce lingot, l' examina, le passa à son voisin, celui-ci à un autre, si bien que le lingot, de main en main, s' en alla jusqu' au fond d' un corridor obscur, et ne revint qu' une demi-heure après reprendre sa place, sans que le caissier eût seulement levé la tête.",il,revint,qu'une demi-heure,le 29 septembre,1872-09-29-00,une demi-heure après,1872-09-29-00-30,objet,revint,1872-09-29-00,1872-09-29-00-30,temps_different
634,3 || 61 || 171 || _ || reprendre || sa place,3,61,171,"Un des meilleurs observateurs des usages anglais raconte même ceci: Dans une des salles de la Banque où il se trouvait un jour, il eut la curiosité de voir de plus près un lingot d' or pesant sept à huit livres, qui se trouvait exposé sur la tablette du caissier; il prit ce lingot, l' examina, le passa à son voisin, celui-ci à un autre, si bien que le lingot, de main en main, s' en alla jusqu' au fond d' un corridor obscur, et ne revint qu' une demi-heure après reprendre sa place, sans que le caissier eût seulement levé la tête.",,reprendre,sa place,le 29 septembre,1872-09-29-00,une demi-heure après,1872-09-29-00-30,ud_scope_anchor,revint,1872-09-29-00,1872-09-29-00-30,temps_different
635,3 || 61 || 171 || le caissier || levé || la tête,3,61,171,"Un des meilleurs observateurs des usages anglais raconte même ceci: Dans une des salles de la Banque où il se trouvait un jour, il eut la curiosité de voir de plus près un lingot d' or pesant sept à huit livres, qui se trouvait exposé sur la tablette du caissier; il prit ce lingot, l' examina, le passa à son voisin, celui-ci à un autre, si bien que le lingot, de main en main, s' en alla jusqu' au fond d' un corridor obscur, et ne revint qu' une demi-heure après reprendre sa place, sans que le caissier eût seulement levé la tête.",le caissier,levé,la tête,le 29 septembre,1872-09-29-00,une demi-heure après,1872-09-29-00-30,ud_scope_anchor,revint,1872-09-29-00,1872-09-29-00-30,temps_different
640,3 || 62 || 173 || la magnifique horloge || sonna || à cinq heures,3,62,173,"La liasse de bank - notes ne revint pas, et quand la magnifique horloge, posée au-dessus du« drawing - office», sonna à cinq heures la fermeture des bureaux, la Banque d' Angleterre n' avait plus qu' à passer cinquante - cinq mille livres par le compte de profits et pertes.",la magnifique horloge,sonna,à cinq heures,le 29 septembre,1872-09-29-00,à cinq heures,1872-09-29-05-00,objet,sonna,1872-09-29-00,1872-09-29-05,temps_different
641,3 || 62 || 173 || la magnifique horloge || sonna || la fermeture des bureaux,3,62,173,"La liasse de bank - notes ne revint pas, et quand la magnifique horloge, posée au-dessus du« drawing - office», sonna à cinq heures la fermeture des bureaux, la Banque d' Angleterre n' avait plus qu' à passer cinquante - cinq mille livres par le compte de profits et pertes.",la magnifique horloge,sonna,la fermeture des bureaux,le 29 septembre,1872-09-29-00,à cinq heures,1872-09-29-05-00,ud_direct,sonna,1872-09-29-00,1872-09-29-05,temps_different
722,3 || 75 || 198 || la terre || diminué || _,3,75,198,"La terre a diminué, puisqu' on la parcourt maintenant dix fois plus vite qu' il y a cent ans.",La terre,diminué,,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
723,3 || 75 || 198 || on || parcourt || la,3,75,198,"La terre a diminué, puisqu' on la parcourt maintenant dix fois plus vite qu' il y a cent ans.",on,parcourt,la,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
725,3 || 75 || 198 || _ || a || _,3,75,198,"La terre a diminué, puisqu' on la parcourt maintenant dix fois plus vite qu' il y a cent ans.",,a,,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
726,3 || 75 || 199 || nous || occupons || dont,3,75,199,"Et c' est ce qui, dans le cas dont nous nous occupons, rendra les recherches plus rapides.",nous,occupons,dont,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
727,3 || 75 || 199 || nous || occupons || nous,3,75,199,"Et c' est ce qui, dans le cas dont nous nous occupons, rendra les recherches plus rapides.",nous,occupons,nous,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
728,3 || 75 || 199 || qui || rendra || dans le cas,3,75,199,"Et c' est ce qui, dans le cas dont nous nous occupons, rendra les recherches plus rapides.",qui,rendra,dans le cas,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
729,3 || 75 || 199 || qui || rendra || les recherches plus rapides,3,75,199,"Et c' est ce qui, dans le cas dont nous nous occupons, rendra les recherches plus rapides.",qui,rendra,les recherches plus rapides,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
730,3 || 76 || 200 || _ || rendra || _,3,76,200,- Et rendra plus facile aussi la fuite du voleur!,,rendra,,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
731,3 || 77 || 201 || _ || jouer || _,3,77,201,"- À vous de jouer, monsieur Stuart!» dit Phileas Fogg.",,jouer,,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
732,3 || 77 || 201 || phileas fogg || dit || _,3,77,201,"- À vous de jouer, monsieur Stuart!» dit Phileas Fogg.",Phileas Fogg,dit,,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
733,3 || 78 || 202 || l'incrédule stuart || convaincu || _,3,78,202,"Mais l' incrédule Stuart n' était pas convaincu, et, la partie achevée:",l'incrédule Stuart,convaincu,,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
734,3 || 78 || 202 || _ || achevée || _,3,78,202,"Mais l' incrédule Stuart n' était pas convaincu, et, la partie achevée:",,achevée,,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
735,3 || 79 || 203 || _ || faut || _,3,79,203,"«Il faut avouer, monsieur Ralph, reprit -il, que vous avez trouvé là une manière plaisante de dire que la terre a diminué!",,faut,,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
736,3 || 79 || 203 || _ || avouer || _,3,79,203,"«Il faut avouer, monsieur Ralph, reprit -il, que vous avez trouvé là une manière plaisante de dire que la terre a diminué!",,avouer,,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
737,3 || 79 || 203 || -il || reprit || _,3,79,203,"«Il faut avouer, monsieur Ralph, reprit -il, que vous avez trouvé là une manière plaisante de dire que la terre a diminué!",-il,reprit,,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
738,3 || 79 || 203 || vous || trouvé || une manière plaisante,3,79,203,"«Il faut avouer, monsieur Ralph, reprit -il, que vous avez trouvé là une manière plaisante de dire que la terre a diminué!",vous,trouvé,une manière plaisante,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
739,3 || 79 || 203 || _ || dire || _,3,79,203,"«Il faut avouer, monsieur Ralph, reprit -il, que vous avez trouvé là une manière plaisante de dire que la terre a diminué!",,dire,,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
740,3 || 79 || 203 || la terre || diminué || _,3,79,203,"«Il faut avouer, monsieur Ralph, reprit -il, que vous avez trouvé là une manière plaisante de dire que la terre a diminué!",la terre,diminué,,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
741,3 || 79 || 204 || on || fait || en,3,79,204,Ainsi parce qu' on en fait maintenant le tour en trois mois…,on,fait,en,il y a cent ans,1772-00-00-00,trois mois,,ud_direct,fait,1772-00-00-00,,seulement_ref
742,3 || 79 || 204 || on || fait || le tour,3,79,204,Ainsi parce qu' on en fait maintenant le tour en trois mois…,on,fait,le tour,il y a cent ans,1772-00-00-00,trois mois,,ud_direct,fait,1772-00-00-00,,seulement_ref
