Phrase,Sujet,Verbe,Objet,Dep_sujet,Dep_verbe,Dep_objet,ID_sujet,ID_verbe,ID_objet,Lemme_verbe,Head_verbe,Annotation_verbe_col8,Annotation_verbe_col9,Num_phrase,Num_paragr,Sentence_index,triplet_order,is_dynamouv,verb_occ_key,chapter,triptyque_id,personnages_sujet,personnages_objet,personnages_triptyque,lieux_sujet,lieux_objet,lieux_triptyque,types_lieux_triptyque,a_personnage_triptyque,a_lieu_triptyque,a_personnage_et_lieu_triptyque
"À peine les voyageurs purent -ils entrevoir le fort de Chunar, à vingt milles au sud-est de Bénarès, ancienne forteresse des rajahs du Béhar, Ghazepour et ses importantes fabriques d’ eau de rose, le tombeau de Lord Cornwallis qui s’ élève sur la rive gauche du Gange, la villefortifiée de Buxar, Patna,grande cité industrielleetcommerçante, où se tient leprincipal marché d’ opium de l’ Inde, Monghir, ville plusqu’ européenne, anglaise comme Manchesterou Birmingham, renommée pour ses fonderies de fer, ses fabriques de taillanderieet d’ armes blanches,et dontles hautes cheminéesencrassaient d’ une fuméenoire leciel de Brahma,–  unvéritable coup de poing dans le pays du rêve  !",les voyageurs,purent,la ville fortifiée de Buxar,nsubj,root,obj,4.0,5,54.0,pouvoir,0,_,_,1420,689,1420,4293,False,1420_5,14,4293,['55'],[],['55'],[],['la ville fortifiée de buxar'],['la ville fortifiée de buxar'],['FAC'],True,True,True
"À peine les voyageurs purent -ils entrevoir le fort de Chunar, à vingt milles au sud-est de Bénarès, ancienne forteresse des rajahs du Béhar, Ghazepour et ses importantes fabriques d’ eau de rose, le tombeau de Lord Cornwallis qui s’ élève sur la rive gauche du Gange, la villefortifiée de Buxar, Patna,grande cité industrielleetcommerçante, où se tient leprincipal marché d’ opium de l’ Inde, Monghir, ville plusqu’ européenne, anglaise comme Manchesterou Birmingham, renommée pour ses fonderies de fer, ses fabriques de taillanderieet d’ armes blanches,et dontles hautes cheminéesencrassaient d’ une fuméenoire leciel de Brahma,–  unvéritable coup de poing dans le pays du rêve  !",les voyageurs,entrevoir,le fort de Chunar à vingt milles au sud-est de Bénarès ancienne forteresse des rajahs du Béhar Ghazepour et ses importantes fabriques d’ eau de rose le tombeau de Lord Cornwallis,nsubj,xcomp,obj,4.0,7,9.0,entrevoir,5,_,_,1420,689,1420,4294,False,1420_7,14,4294,['55'],['7'],"['55', '7']",[],"['le fort de chunar', 'au sud-est de bénarès']","['le fort de chunar', 'au sud-est de bénarès']","['FAC', 'LOC']",True,True,True
"Passepartout descendit le premier du wagon, et fut suivi de Mr. Fogg, qui aida sa jeune compagne à mettre pied sur le quai.",qui,mettre,sur le quai,nsubj,xcomp,obl:arg,15.0,21,25.0,mettre,16,_,_,1428,693,1428,4327,False,1428_21,15,4327,['1'],[],['1'],[],['le quai'],['le quai'],['FAC'],True,True,True
"Phileas Fogg comptait se rendre directement au paquebot de Hong - Kong, afin d’ y installer confortablement Mrs.",Phileas Fogg,rendre,au paquebot de Hong - Kong,nsubj,xcomp,obl:arg,1.0,5,8.0,rendre,3,_,_,1429,693,1429,4330,False,1429_5,15,4330,['3'],[],['3'],[],['au paquebot de hong - kong'],['au paquebot de hong - kong'],['FAC'],True,True,True
"Au moment où Mr. Fogg allait sortir de la gare, un policeman s’ approcha de lui et dit  :",Mr. Fogg,sortir,de la gare,nsubj,xcomp,obl:arg,4.0,7,10.0,sortir,6,Dpt au sens large,VERB,1431,694,1431,4336,True,1431_7,15,4336,['1'],[],['1'],[],['la gare'],['la gare'],['FAC'],True,True,True
"Le policeman fit descendre ses prisonniers– on pouvait vraiment leur donner ce nom–, et il les conduisit dans une chambre aux fenêtres grillées, en leur disant  :",il,conduisit,dans une chambre aux fenêtres,nsubj,conj,obl:arg,18.0,20,23.0,conduire,4,_,_,1448,705,1448,4386,False,1448_20,15,4386,['0'],[],['0'],[],['une chambre aux fenêtres grillées'],['une chambre aux fenêtres grillées'],['FAC'],True,True,True
"Le policeman reparut, et il introduisit les prisonniers dans la salle voisine.",il,introduisit,dans la salle voisine,nsubj,conj,obl:arg,6.0,7,12.0,introduire,3,_,_,1468,716,1468,4440,False,1468_7,15,4440,['0'],[],['0'],[],['la salle voisine'],['la salle voisine'],['FAC'],True,True,True
"C’ était une salle d’ audience, et un public assez nombreux, composé d’ Européens et d’ indigènes, en occupait déjà le prétoire.",un public assez nombreux,occupait,en,nsubj,conj,iobj,10.0,22,21.0,occuper,4,_,_,1469,716,1469,4442,False,1469_22,15,4442,['171'],[],['171'],[],['en'],['en'],['FAC'],True,True,True
"C’ était une salle d’ audience, et un public assez nombreux, composé d’ Européens et d’ indigènes, en occupait déjà le prétoire.",un public assez nombreux,occupait,le prétoire,nsubj,conj,obj,10.0,22,25.0,occuper,4,_,_,1469,716,1469,4443,False,1469_22,15,4443,['171'],[],['171'],[],['le prétoire'],['le prétoire'],['FAC'],True,True,True
"«  Sans doute  ! s’ écria impétueusement Passepartout, à cette pagode de Pillaji, devant laquelle ils allaient brûler leur victime  !  »",ils,allaient,devant laquelle,nsubj,acl:relcl,obl:mod,20.0,21,19.0,aller,14,_,_,1505,745,1505,4521,False,1505_21,15,4521,['44'],[],['44'],[],['laquelle'],['laquelle'],['FAC'],True,True,True
"Il dut croire que son voleur, s’ arrêtant à une des stations du Peninsular - railway, s’ était réfugié dans les provinces septentrionales.",son voleur,arrêtant,à une des stations du Peninsular - railway,nsubj,advcl,obl:arg,6.0,9,11.0,arrêter,21,_,_,1521,753,1521,4573,False,1521_9,15,4573,"['2', '3']",[],"['2', '3']",[],['des stations du peninsular - railway'],['des stations du peninsular - railway'],['FAC'],True,True,True
"Pendant vingt-quatre heures, au milieu de mortelles inquiétudes, Fix le guetta à la gare.",Fix,guetta,à la gare,nsubj,root,obl:mod,11.0,13,16.0,guetter,0,_,_,1522,753,1522,4579,False,1522_13,15,4579,['2'],[],['2'],[],['la gare'],['la gare'],['FAC'],True,True,True
"Et si Passepartout eût été moins préoccupé de son affaire, il aurait aperçu, dans un coin du prétoire, le détective, qui suivait le débat avec un intérêt facile à comprendre,–   car à Calcutta, comme à Bombay, comme à Suez, le mandat d’ arrestation lui manquait encore  !",il,aperçu,dans un coin du prétoire,nsubj,conj,obl:mod,12.0,14,18.0,apercevoir,0,_,_,1525,754,1525,4592,False,1525_14,15,4592,['0'],[],['0'],[],['du prétoire'],['du prétoire'],['FAC'],True,True,True
"Un pari de vingt mille livres perdu, et tout cela parce que, en vrai badaud, il était entré dans cette maudite pagode  !",il,entré,dans cette maudite pagode,nsubj,acl,obl:arg,19.0,21,25.0,entrer,11,_,_,1538,763,1538,4649,False,1538_21,15,4649,['0'],[],['0'],[],['cette maudite pagode'],['cette maudite pagode'],['FAC'],True,True,True
Toute cette portion de l’ immense baie que les marins appellent les«   brasses du Bengale  » se montra favorable à la marche du paquebot.,les marins,appellent,que,nsubj,acl:relcl,obj,10.0,11,8.0,appeler,7,_,_,1606,785,1606,4813,False,1606_11,16,4813,['407'],[],['407'],[],['que'],['que'],['LOC'],True,True,True
"Le Rangoon eut bientôt connaissance du Grand-Andaman, la principale du groupe, que sa pittoresque montagne de Saddle - Peak, haute de deux mille quatre cents pieds, signale de fort loin aux navigateurs.",Le Rangoon,eut,du Grand-Andaman la principale du groupe,nsubj,root,obl:arg,2.0,3,7.0,avoir,0,_,_,1607,785,1607,4817,False,1607_3,16,4817,['16'],[],['16'],[],['du groupe'],['du groupe'],['FAC'],True,True,True
Les sauvages Papouas de l’ île ne se montrèrent point.,Les sauvages Papouas de l’ île,montrèrent,se,nsubj,root,expl:comp,3.0,9,8.0,montrer,0,_,_,1609,786,1609,4821,False,1609_9,16,4821,['80'],[],['80'],['l’ île'],[],['l’ île'],['LOC'],True,True,True
"Mais tout ce spectacle varié, offert aux regards par le groupe des Andaman, passa vite, et le Rangoon s’ achemina rapidement vers le détroit de Malacca, qui devait lui donner accès dans les mers de la Chine.",le Rangoon,achemina,vers le détroit de Malacca,nsubj,conj,obl:arg,21.0,23,27.0,acheminer,16,_,_,1614,787,1614,4838,False,1614_23,16,4838,['16'],[],['16'],[],['le détroit de malacca'],['le détroit de malacca'],['FAC'],True,True,True
"Mais tout ce spectacle varié, offert aux regards par le groupe des Andaman, passa vite, et le Rangoon s’ achemina rapidement vers le détroit de Malacca, qui devait lui donner accès dans les mers de la Chine.",qui,donner,lui,nsubj,xcomp,iobj,31.0,34,33.0,donner,32,_,_,1614,787,1614,4840,False,1614_34,16,4840,[],['16'],['16'],['qui'],[],['qui'],['FAC'],True,True,True
"Toutes les espérances, tous les désirs de l’ inspecteur de police, étaient maintenant concentrés sur un unique point du monde, Hong - Kong, car le paquebot s’ arrêtait trop peu de temps à Singapore pour qu’ il pût opérer en cette ville.",Toutes les espérances tous les désirs de l’ inspecteur de police,concentrés,sur un unique point du monde Hong,nsubj:pass,root,obl:mod,3.0,16,20.0,concentrer,0,_,_,1621,789,1621,4872,False,1621_16,16,4872,['0'],[],['0'],[],"['un unique point du monde', 'du monde']","['un unique point du monde', 'du monde']",['LOC'],True,True,True
"Donc, ce jour -là, Fix, sortant de sa cabine, monta sur le pont, dans l’ intention d’ aborder Passepartout«   le premier  » avec les marques de la plus extrême surprise.",Fix,sortant,de sa cabine,nsubj,advcl,obl:arg,7.0,9,12.0,sortir,14,_,_,1662,799,1662,5016,False,1662_9,16,5016,['2'],['2'],['2'],[],['sa cabine'],['sa cabine'],['FAC'],True,True,True
"–   Ma foi, un malaise… un peu de mal de mer… Je suis resté couché dans ma cabine… Le golfe du Bengale ne me réussit pas aussi bien que l’ océan Indien.",Je,couché,dans ma cabine,nsubj,xcomp,obl:arg,16.0,19,22.0,coucher,18,_,_,1671,804,1671,5048,False,1671_19,16,5048,['0'],['0'],['0'],[],['ma cabine'],['ma cabine'],['FAC'],True,True,True
"–   Ma foi, un malaise… un peu de mal de mer… Je suis resté couché dans ma cabine… Le golfe du Bengale ne me réussit pas aussi bien que l’ océan Indien.",Le golfe du Bengale,réussit,me,nsubj,root,iobj,25.0,30,29.0,réussir,0,_,_,1671,804,1671,5049,False,1671_30,16,5049,[],['0'],['0'],"['le golfe du bengale', 'du bengale']",[],"['le golfe du bengale', 'du bengale']",['LOC'],True,True,True
"Une ou deux fois seulement, il entrevit Mr. Fogg, qui restait volontiers dans le grand salon du Rangoon, soit qu’ il tînt compagnie à Mrs.",qui,restait,dans le grand salon du Rangoon,nsubj,acl:relcl,obl:arg,12.0,13,18.0,rester,9,_,_,1688,812,1688,5093,False,1688_13,17,5093,['1'],[],['1'],[],"['le grand salon du rangoon', 'du rangoon']","['le grand salon du rangoon', 'du rangoon']",['FAC'],True,True,True
"Le mercredi 30 octobre, dans l’ après-midi, le Rangoon embouquait le détroit de Malacca, qui sépare la presqu’ île de ce nom des terres de Sumatra.",le Rangoon,embouquait,le détroit de Malacca,nsubj,root,obj,11.0,12,14.0,embouquer,0,_,_,1708,817,1708,5170,False,1708_12,17,5170,['16'],[],['16'],[],['le détroit de malacca'],['le détroit de malacca'],['LOC'],True,True,True
"Après avoir parcouru la campagne pendant deux heures, Mrs. Aouda et son compagnon– qui regardait un peu sans voir– rentrèrent dans la ville, vaste agglomération de maisons lourdes et écrasées, qu’ entourent de charmants jardins où poussent des mangoustes, des ananas et tous les meilleurs fruits du monde.",Mrs Aouda et son compagnon,parcouru,la campagne,nsubj,advcl,obj,10.0,3,5.0,parcourir,24,_,_,1724,822,1724,5222,False,1724_3,17,5222,"['5', '2']",[],"['5', '2']",[],['la campagne'],['la campagne'],['LOC'],True,True,True
"Après avoir parcouru la campagne pendant deux heures, Mrs. Aouda et son compagnon– qui regardait un peu sans voir– rentrèrent dans la ville, vaste agglomération de maisons lourdes et écrasées, qu’ entourent de charmants jardins où poussent des mangoustes, des ananas et tous les meilleurs fruits du monde.",Mrs Aouda et son compagnon,rentrèrent,dans la ville vaste agglomération de maisons lourdes,nsubj,root,obl:arg,10.0,24,27.0,rentrer,0,_,_,1724,822,1724,5226,False,1724_24,17,5226,"['5', '2']",[],"['5', '2']",[],['maisons lourdes et écrasées'],['maisons lourdes et écrasées'],['FAC'],True,True,True
Passepartout les attendait sur le pont du Rangoon.,Passepartout,attendait,sur le pont du Rangoon,nsubj,root,obl:mod,1.0,3,6.0,attendre,0,_,_,1726,824,1726,5240,False,1726_3,17,5240,['0'],['16'],"['0', '16']",[],['le pont du rangoon'],['le pont du rangoon'],['FAC'],True,True,True
"À onze heures, le Rangoon, ayant son plein de charbon, larguait ses amarres, et, quelques heures plus tard, les passagers perdaient de vue ces hautes montagnes de Malacca, dont les forêts abritent les plus beaux tigres de la terre.",les passagers,perdaient,ces hautes montagnes de Malacca,nsubj,conj,obj,26.0,27,32.0,perdre,14,_,_,1730,825,1730,5253,False,1730_27,17,5253,['62'],[],['62'],[],['ces hautes montagnes de malacca'],['ces hautes montagnes de malacca'],['LOC'],True,True,True
"La conversation finie, Fix rentra dans sa cabine et se mit à réfléchir.",Fix,rentra,dans sa cabine,nsubj,root,obl:arg,5.0,6,9.0,rentrer,0,_,_,1781,848,1781,5401,False,1781_6,17,5401,['2'],['2'],['2'],[],['sa cabine'],['sa cabine'],['FAC'],True,True,True
"Passepartout, pendant toute la durée de la bourrasque, demeura sur le pont du Rangoon.",Passepartout,demeura,sur le pont du Rangoon,nsubj,root,obl:arg,1.0,11,14.0,demeurer,0,_,_,1841,860,1841,5564,False,1841_11,18,5564,['0'],['16'],"['0', '16']",[],['le pont du rangoon'],['le pont du rangoon'],['FAC'],True,True,True
"À six heures, le pilote monta à bord du Rangoon et prit place sur la passerelle, afin de diriger le navire à travers les passes jusqu’ au port de Hong - Kong.",le pilote,prit,sur la passerelle,nsubj,conj,obl:arg,6.0,13,17.0,prendre,7,_,_,1857,864,1857,5616,False,1857_13,18,5616,['29'],[],['29'],[],['la passerelle'],['la passerelle'],['FAC'],True,True,True
"–   Je vous remercie  », répondit Mr. Fogg, qui de son pas automatique redescendit dans le salon du Rangoon.",qui,redescendit,dans le salon du Rangoon,nsubj,acl:relcl,obl:arg,13.0,18,21.0,redescendre,9,_,_,1870,874,1870,5660,False,1870_18,18,5660,['1'],['16'],"['1', '16']",[],['le salon du rangoon'],['le salon du rangoon'],['FAC'],True,True,True
"À un coup de sifflet, il remonta sur la passerelle et dirigea le paquebot au milieu de cette flottille de jonques, de tankas, de bateaux-pêcheurs, de navires de toutes sortes, qui encombraient les pertuis de Hong - Kong.",il,remonta,sur la passerelle,nsubj,root,obl:arg,7.0,8,11.0,remonter,0,_,_,1874,877,1874,5669,False,1874_8,18,5669,['29'],[],['29'],[],['la passerelle'],['la passerelle'],['FAC'],True,True,True
"Il demanda aux porteurs de lui indiquer un hôtel, et ceux - ci lui désignèrent l’ Hôtel du Club.",Il,indiquer,un hôtel,nsubj,xcomp,obj,1.0,7,9.0,indiquer,2,_,_,1885,881,1885,5714,False,1885_7,18,5714,['1'],[],['1'],[],['un hôtel'],['un hôtel'],['FAC'],True,True,True
"Il demanda aux porteurs de lui indiquer un hôtel, et ceux - ci lui désignèrent l’ Hôtel du Club.",ceux,désignèrent,l’ Hôtel du Club,nsubj,conj,obj,12.0,16,18.0,désigner,2,_,_,1885,881,1885,5716,False,1885_16,18,5716,['179'],[],['179'],[],['l’ hôtel du club'],['l’ hôtel du club'],['FAC'],True,True,True
Un appartement fut retenu pour la jeune femme et Phileas Fogg veilla à ce qu’ elle ne manquât de rien.,Un appartement,retenu,pour la jeune femme,nsubj:pass,root,obl:arg,2.0,4,8.0,retenir,0,_,_,1887,882,1887,5721,False,1887_4,18,5721,[],['5'],['5'],['un appartement'],[],['un appartement'],['FAC'],True,True,True
"En même temps il donnait à Passepartout l’ ordre de demeurer à l’ hôtel jusqu’ à son retour, afin que la jeune femme n’ y restât pas seule.",la jeune femme,restât,y,nsubj,advcl,iobj,24.0,27,26.0,rester,5,_,_,1890,882,1890,5738,False,1890_27,18,5738,['5'],[],['5'],[],['y'],['y'],['FAC'],True,True,True
Phileas Fogg revint à l’ Hôtel du Club.,Phileas Fogg,revint,à l’ Hôtel du Club,nsubj,root,obl:arg,1.0,3,6.0,revenir,0,_,_,1896,885,1896,5759,False,1896_3,18,5759,['3'],[],['3'],[],['l’ hôtel du club'],['l’ hôtel du club'],['FAC'],True,True,True
"Passepartout, enchanté de continuer son voyage dans la compagnie de la jeune femme, qui était fort gracieuse pour lui, quitta aussitôt l’ Hôtel du Club.",Passepartout,quitta,l’ Hôtel du Club,nsubj,root,obj,1.0,23,26.0,quitter,0,_,_,1910,893,1910,5791,False,1910_23,18,5791,['0'],[],['0'],[],['l’ hôtel du club'],['l’ hôtel du club'],['FAC'],True,True,True
"Passepartout, les mains dans les poches, se rendit donc vers le port Victoria, regardant les palanquins, les brouettes à voile, encore en faveur dans le Céleste Empire, et toute cette foule de Chinois, de Japonais et d’ Européens, qui se pressait dans les rues.",Passepartout,rendit,vers le port Victoria,nsubj,root,obl:arg,1.0,10,14.0,rendre,0,_,_,1916,895,1916,5815,False,1916_10,19,5815,['0'],[],['0'],[],['le port victoria'],['le port victoria'],['FAC'],True,True,True
"Passepartout, les mains dans les poches, se rendit donc vers le port Victoria, regardant les palanquins, les brouettes à voile, encore en faveur dans le Céleste Empire, et toute cette foule de Chinois, de Japonais et d’ Européens, qui se pressait dans les rues.",qui,pressait,dans les rues,nsubj,acl:relcl,obl:mod,47.0,49,52.0,presser,37,_,_,1916,895,1916,5818,False,1916_49,19,5818,['427'],[],['427'],[],['les rues'],['les rues'],['FAC'],True,True,True
Passepartout arriva au port Victoria.,Passepartout,arriva,au port Victoria,nsubj,root,obl:arg,1.0,2,4.0,arriver,0,_,_,1919,896,1919,5823,False,1919_2,19,5823,['0'],[],['0'],[],['au port victoria'],['au port victoria'],['FAC'],True,True,True
"Étant entré chez un barbier chinois pour se faire raser«   à la chinoise  », il apprit par le Figaro de l’ endroit, qui parlait un assez bon anglais, que ces vieillards avaient tous quatre-vingts ans au moins, et qu’ à cet âge ils avaient le privilège de porter la couleur jaune, qui est la couleur impériale.",il,apprit,par le Figaro de l’ endroit,nsubj,root,obl:agent,19.0,20,23.0,apprendre,0,_,_,1922,896,1922,5830,False,1922_20,19,5830,['0'],['117'],"['0', '117']",[],['l’ endroit'],['l’ endroit'],['FAC'],True,True,True
"En quittant le bureau, Fix offrit à son compagnon de se rafraîchir dans une taverne.",Fix,quittant,le bureau,nsubj,advcl,obj,6.0,2,4.0,quitter,7,_,_,1944,907,1944,5907,False,1944_2,19,5907,['2'],[],['2'],[],['le bureau'],['le bureau'],['FAC'],True,True,True
"En quittant le bureau, Fix offrit à son compagnon de se rafraîchir dans une taverne.",Fix,rafraîchir,dans une taverne,nsubj,xcomp,obl:mod,6.0,13,16.0,rafraîchir,7,_,_,1944,907,1944,5910,False,1944_13,19,5910,['2'],[],['2'],[],['une taverne'],['une taverne'],['FAC'],True,True,True
Tous deux y entrèrent.,Tous deux,entrèrent,y,nsubj,root,iobj,2.0,4,3.0,entrer,0,_,_,1949,908,1949,5915,False,1949_4,19,5915,['50'],[],['50'],[],['y'],['y'],['FAC'],True,True,True
Une trentaine de consommateurs occupaient dans la grande salle de petites tables en jonc tressé.,Une trentaine de consommateurs,occupaient,dans la grande salle,nsubj,root,obl:mod,2.0,5,9.0,occuper,0,_,_,1952,909,1952,5921,False,1952_5,19,5921,['118'],[],['118'],[],['la grande salle'],['la grande salle'],['FAC'],True,True,True
"Puis, de temps en temps, quelque fumeur énervé glissait sous la table, et les garçons de l’ établissement, le prenant par les pieds et par la tête, le portaient sur le lit de camp près d’ un confrère.",les garçons de l’ établissement,portaient,le,nsubj,conj,obj,18.0,34,33.0,porter,11,_,_,1955,909,1955,5935,False,1955_34,19,5935,['434'],['3'],"['434', '3']",['l’ établissement'],[],['l’ établissement'],['FAC'],True,True,True
"Puis, de temps en temps, quelque fumeur énervé glissait sous la table, et les garçons de l’ établissement, le prenant par les pieds et par la tête, le portaient sur le lit de camp près d’ un confrère.",les garçons de l’ établissement,portaient,sur le lit de camp,nsubj,conj,obl:arg,18.0,34,37.0,porter,11,_,_,1955,909,1955,5936,False,1955_34,19,5936,['434'],[],['434'],['l’ établissement'],[],['l’ établissement'],['FAC'],True,True,True
"Aouda, se promenait dans les rues de la ville anglaise.",Aouda,promenait,dans les rues de la ville anglaise,nsubj,root,obl:mod,1.0,4,7.0,promener,0,_,_,2077,976,2077,6282,False,2077_4,20,6282,['4'],[],['4'],[],['les rues de la ville anglaise'],['les rues de la ville anglaise'],['FAC'],True,True,True
"Les acquisitions faites, Mr. Fogg et la jeune femme rentrèrent à l’ hôtel et dînèrent à la table d’ hôte, qui était somptueusement servie.",Mr. Fogg et la jeune femme,rentrèrent,à l’ hôtel,nsubj,root,obl:arg,5.0,11,14.0,rentrer,0,_,_,2083,978,2083,6304,False,2083_11,20,6304,"['1', '15', '5']",[],"['1', '15', '5']",[],['l’ hôtel'],['l’ hôtel'],['FAC'],True,True,True
"Aouda, un peu fatiguée, remonta dans son appartement, après avoir«   à l’ anglaise  » serré la main de son imperturbable sauveur.",Aouda un peu fatiguée,remonta,dans son appartement,nsubj,root,obl:arg,1.0,7,10.0,remonter,0,_,_,2085,978,2085,6307,False,2085_7,20,6307,['4'],['5'],"['4', '5']",[],['son appartement'],['son appartement'],['FAC'],True,True,True
Ce que pensa l’ honorable gentleman en apprenant que son domestique n’ était pas rentré à l’ hôtel nul n’ aurait pu le dire.,son domestique,rentré,à l’ hôtel,nsubj,ccomp,obl:arg,11.0,15,18.0,rentrer,8,_,_,2090,981,2090,6331,False,2090_15,20,6331,"['1', '6']",[],"['1', '6']",[],['l’ hôtel'],['l’ hôtel'],['FAC'],True,True,True
"Une demi-heure plus tard, les voyageurs descendaient sur le quai d’ embarquement, et là Mr. Fogg apprenait que le Carnatic était parti depuis la veille.",les voyageurs,descendaient,sur le quai d’ embarquement,nsubj,advcl,obl:arg,7.0,8,11.0,descendre,0,_,_,2096,984,2096,6348,False,2096_8,20,6348,['182'],[],['182'],[],['le quai d’ embarquement'],['le quai d’ embarquement'],['FAC'],True,True,True
"Aouda, se dirigea vers les docks à la recherche d’ un navire en partance.",Aouda,dirigea,vers les docks,nsubj,root,obl:arg,1.0,4,7.0,diriger,0,_,_,2125,1000,2125,6419,False,2125_4,20,6419,['4'],[],['4'],[],['les docks'],['les docks'],['FAC'],True,True,True
"Phileas Fogg, pendant trois heures, parcourut le port en tous sens, décidé, s’ il le fallait, à fréter un bâtiment pour le transporter à Yokohama  ; mais il ne vit que des navires en chargement ou en déchargement, et qui, par conséquent, ne pouvaient appareiller.",Phileas Fogg,parcourut,le port,nsubj,root,obj,1.0,8,10.0,parcourir,0,_,_,2129,1002,2129,6431,False,2129_8,20,6431,['3'],[],['3'],[],['le port'],['le port'],['FAC'],True,True,True
"Cependant Mr. Fogg ne se déconcertait pas, et il allait continuer ses recherches, dût -il pousser jusqu’ à Macao, quand il fut accosté par un marin sur l’ avant-port.",il,accosté,sur l’ avant-port,nsubj:pass,advcl,obl:mod,24.0,26,32.0,accoster,18,_,_,2131,1003,2131,6449,False,2131_26,20,6449,['1'],[],['1'],[],['l’ avant-port'],['l’ avant-port'],['FAC'],True,True,True
"Il regardait la mer, évidemment combattu entre le désir de gagner une somme énorme et la crainte de s’ aventurer si loin.",Il,regardait,la mer,nsubj,root,obj,1.0,2,4.0,regarder,0,_,_,2153,1021,2153,6483,False,2153_2,20,6483,['1'],[],['1'],[],['la mer'],['la mer'],['LOC'],True,True,True
"C’ étaient de ces hardis marins qui, par tous les temps, s’ aventurent à la recherche des navires, et connaissent admirablement ces mers.",qui,connaissent,ces mers,nsubj,conj,obj,7.0,23,26.0,connaître,15,_,_,2206,1055,2206,6604,False,2206_23,20,6604,['64'],[],['64'],[],['ces mers'],['ces mers'],['LOC'],True,True,True
Fix s’ y trouvait déjà.,Fix,trouvait,y,nsubj,root,iobj,1.0,4,3.0,trouver,0,_,_,2210,1056,2210,6609,False,2210_4,20,6609,['2'],[],['2'],[],['y'],['y'],['FAC'],True,True,True
Les passagers étaient assis sur le pont.,Les passagers,assis,sur le pont,nsubj:pass,root,obl:arg,2.0,4,7.0,asseoir,0,_,_,2219,1060,2219,6628,False,2219_4,20,6628,['446'],[],['446'],[],['le pont'],['le pont'],['FAC'],True,True,True
"Aouda jetèrent un dernier regard sur le quai, afin de voir si Passepartout n’ apparaîtrait pas.",Aouda,jetèrent,sur le quai,nsubj,root,obl:arg,1.0,2,8.0,jeter,0,_,_,2221,1060,2221,6630,False,2221_2,20,6630,['4'],[],['4'],[],['le quai'],['le quai'],['FAC'],True,True,True
"Phileas Fogg, le corps droit, les jambes écartées, d’ aplomb comme un marin, regardait sans broncher la mer houleuse.",Phileas Fogg le corps droit les jambes écartées d’ aplomb comme un marin,regardait,la mer houleuse,nsubj,root,obj,1.0,18,22.0,regarder,0,_,_,2236,1069,2236,6692,False,2236_18,21,6692,['3'],[],['3'],[],['la mer houleuse'],['la mer houleuse'],['LOC'],True,True,True
"Cela lui paraissait certain que le sieur Fogg ne s’ arrêterait pas à Yokohama, qu’ il prendrait immédiatement le paquebot de San Francisco afin d’ atteindre l’ Amérique, dont la vaste étendue lui assurerait l’ impunité avec la sécurité.",il,prendrait,le paquebot de San Francisco,nsubj,conj,obj,17.0,18,21.0,prendre,11,_,_,2249,1072,2249,6739,False,2249_18,21,6739,['6'],[],['6'],[],['le paquebot de san'],['le paquebot de san'],['FAC'],True,True,True
"Au lieu de s’ embarquer en Angleterre pour les États-Unis, comme un coquin vulgaire, ce Fogg avait fait le grand tour et traversé les trois quarts du globe, afin de gagner plus sûrement le continent américain, où il mangerait tranquillement le million de la Banque, après avoir dépisté la police.",il,mangerait,où,nsubj,acl:relcl,iobj,42.0,43,41.0,manger,38,_,_,2251,1073,2251,6754,False,2251_43,21,6754,['6'],[],['6'],[],['où'],['où'],['LOC'],True,True,True
"Mais une fois sur la terre de l’ Union, que ferait Fix  ?",Fix,ferait,Mais une fois sur la terre de l’ Union que,nsubj,root,obj,13.0,12,11.0,faire,0,_,_,2252,1073,2252,6757,False,2252_12,21,6757,['2'],[],['2'],[],['la terre de l’ union'],['la terre de l’ union'],['LOC'],True,True,True
Aouda descendirent dans la cabine.,Aouda,descendirent,dans la cabine,nsubj,root,obl:arg,1.0,2,5.0,descendre,0,_,_,2266,1076,2266,6798,False,2266_2,21,6798,['4'],[],['4'],[],['la cabine'],['la cabine'],['FAC'],True,True,True
"Quant au pilote et à ses hommes, ils demeurèrent toute la nuit sur le pont.",ils,demeurèrent,sur le pont,nsubj,root,obl:arg,9.0,10,16.0,demeurer,0,_,_,2268,1076,2268,6805,False,2268_10,21,6805,['64'],[],['64'],[],['le pont'],['le pont'],['FAC'],True,True,True
"La Tankadère, pendant toute cette journée, ne s’ éloigna pas sensiblement de la côte, dont les courants lui étaient favorables.",La Tankadère,éloigna,de la côte dont les courants lui étaient favorables,nsubj,root,obl:arg,2.0,11,16.0,éloigner,0,_,_,2273,1078,2273,6821,False,2273_11,21,6821,[],['3'],['3'],[],"['la côte', 'dont']","['la côte', 'dont']",['LOC'],True,True,True
"John Bunsby avait engagé ses passagers à descendre dans la cabine  ; mais, dans un étroit espace, à peu près privé d’ air, et par les secousses de la houle, cet emprisonnement n’ avait rien d’ agréable.",John Bunsby,descendre,dans la cabine,nsubj,xcomp,obl:arg,1.0,8,11.0,descendre,4,Dpt au sens large,VERB,2334,1103,2334,7000,True,2334_8,21,7000,['18'],[],['18'],[],['la cabine'],['la cabine'],['FAC'],True,True,True
